,Unnamed: 0,username,age,occupation,status,gender,filtered sentence,y,translated_occupation,translated_occupation_lem,translated_occupation_category
7642,7642,markbennet01,56,engineer,single,male,easy going man son love meet lady ready love,1,engineer,engineer,engineer
7643,7643,markmaxwell,56,doctor,single,male,I really suck describing computer try This thing ask right questions leaves wondering write I easy going person wonderful person around I one people let coat make sure fun would anything else But ofcourse would expect man things Ofcourse relationships 50 50 believe,1,doctor,doctor,
7644,7644,Mathew1960,56,construction,widow,male,Talking self I love friends family I fun person make friends easily I love life love family still love share special woman Life lonely without someone special live I person real comes life issues Am honest kind caring affectionate good sense humor easy going free thinker trustworthy respect lives people My desire meet beautiful sensitive sensuous warm assertive single woman wants friend interpretation friend one pour contents heart chaff grain together knowing habitualness hands take sift keep worth keeping breath kindness blow rest away thank advance allowing kind friend,1,construction,construction,construction
7645,7645,matttyrmand34,56,Engineer,divorced,male,Im Matthew Tyrmand I honest devoted Christian I loving caring understanding man I hard working humble I great sense Humor,1,engineer,engineer,engineer
7646,7646,MaxWalters,56,retired,divorced,male,I tall man broad smile kind eyes deep passion family You could say I one people enjoy job I honestly admit I adore job strong drive achieve better providing outstanding care empathy patients Ever since I little boy I always dreamed becoming doctor I made dream reality I grew The best feeling world seeing patients recover become healthy confident individuals I would definitely describe confident caring thoughtful loving perceptive spontaneous man I lead busy life job demanding physically mentally home life equally busy always stuff done put tomorrow done today one mottos life After heart break I healed work concentrated gaining experiences qualifications However I ready take backseat remind feel like man I full desire passion I need release woman appreciate kindness honesty,1,retired,retired,
7647,7647,maxwellk,56,self employed,single,male,Im open sociable person I good sense humor Im cheerful kind sympathetic faithful I still lonely huge world I meet challenges smile helps cope I consider optimist life Being affectionate gentle considerate caring I heart full love I want give love loved I still waiting right one would share joys gifts life Im waiting woman would give care attention importantly affection I want relations bright clean hot longlasting I want see successful respectful intelligent witty natural woman Greediness lie strengthen relationship I hate lies The important thing understanding inner comfort mutual desire happy together I would like meet nice tender open understanding person,1,self employed,self employed,self employed
7648,7648,mgibs,56,construction engineering,divorced,male,Am gentle man love justice hate intemidiation man love respect care others want others,1,construction engineering,construction engineering,construction
7649,7649,mikeminor,56,business,divorced,male,I smile often laugh lot find joy simple things life My friends would describe kind caring friendly When I believe cause I passionate I express easily love hear others say well Bottom line I communicator I sociable affectionate loving I love read write travel spend time family friends,1,business,business,
7650,7650,mill,56,military,divorced,male,I really fun person loves people loves laugh I caringlove music dancing singing car Love churchI devoted friend I like funI strong moral values honesty integrity core personality cool respect dignityIm excited see new places meet new people new thingsIm fighter I dont argue lifes short I value friendship intimacy,1,military,military,military
7651,7651,mosley,56,engineer,divorced,male,Hi name Mosley Lodovicohow doingi guess productive day todayi saw profile found interestingI would like correspond get know I single dad originally Germany living United States years nowi single dad two lovely kids means world meI construction engineer buildingremodeling housesconstruction roads bridges I honestlovingcaringunderstandingcreativesensitivedown earth person good sense humorwho lot love offer right personI treat people way want treatedYour profile refreshing everything wrote interest meYou also look gentle kindi could pass emailed youso get know otherI better stop wait hear back Warm regards Mosley Lodovico,1,engineer,engineer,engineer
7652,7652,mrslauren01,56,Self employed,widow,female,I widow I stable person great outlook life I great sense humor independent caring trustworthy honest I outdoor type clamper camper maybe right person change mind,1,self employed,self employed,self employed
7653,7653,nicvladin,56,contractor,single,male,I believe ethicsArdent listener passionate individual driven sense humorous understanding supportive strong family valuescrazily romanticMy kid call greatest dadlove race play team sports loves water activities love cook dance,1,contractor,contractor,
7654,7654,pabrow11601,56,Military,widow,male,My name Paul Brown USA I 56 years I military I calm passionate manI honest trustworthy kind sincere caring man I also love going concerts theater listening classical music I smoke use drugs I looking loyal romantic caring honest natural lovely kind understanding wonderful good woman woman love mewho give love need womanwho makes happy always,1,military,military,military
7655,7655,patluv121,56,military,single,female,Looking someone share next phase life I think warm friendly relaxed easy going I would like find someone I comfortable I alone long time far I found anything good alone I trustworthy caring sincere honest loyal romantic good attitude good sense humor guess I wonderful personality I easy going I good shape good health,1,military,military,military
7656,7656,phm123,56,engineer,widow,male,I earth good sense humor I respect people way,1,engineer,engineer,engineer
7657,7657,piijay,56,Real Estate,widow,male,Humbleoutgoing n show much respect people especially counterpartsbossesstrong n reliable person always committed tasks ahead,1,real estate,real estate,
7658,7658,prince85,56,military,widow,male,Am General Prince I born US two children parents I joined US Army completed high school usa also take care fathers inheritance Jewelry business I widow seven 14 years I son called Mark born New York USA Mile End Road 28 December staying friend taking care NY single Man happy Dad looking suit tie kind Lady Hoping find friend first potential develop trusting caring relationship I much share lot desire know I independent ready find serious Lady secure enjoys much I I wish better sharing life someone I call best friend fun living life I enjoy parks beach hanging friends Bon fires camping traveling different places I enjoy crafts passion flower arrangements My favorite times year spring green leaves flowers I get plant misty rain showers summer suntan free time allows fall smell air beautiful scenery course Halloween winter first snow crackling fire fireplace I enjoy son amazed fast growing soon hes gone And although mine almost gone,1,military,military,military
7659,7659,Reynold,56,United Nations,single,male,Well Im nicecaring straight forward loving man says whats mindI emotionalcaring loving person thats infatuated woman want true love toward beenIm cool headed lovable friendly kid associates people doesnt shy offI enjoy traveling ever I I enjoy reading much Nicholas Sparks Nora RobertsSteven King Dean KoontzHorror I never scuba dived I love snorkel swam stingrays dolphins I would love someday,1,united nations,united nations,
7660,7660,richard1957,56,military,single,male,I say I sociable kind cheerful person good sense humor I like laugh fun Besides people laugh live longer Though hand I serious I reliable responsible person I open anyone I like help hard situations I honest sincere I hate lies I prefer tell truth I mind Besides I say I attentive caring tender sensitive man,1,military,military,military
7661,7661,richardjames,56,doctor,widow,male,Working weight training hiking golfing skiing yoga More I active fun loving man searching soulmate I work hard I play hard I take care body keep shape I romantic affectionate I love spoil lover,1,doctor,doctor,
7662,7662,Richdel,56,engineer,widow,male,I responsible Man enjoy job I strive success everything I doI fun loving man jovial lovely passionate I think clever harmless I supporting caring loyal tolerant character humble honest understanding truthful Im passionate physical person would want mate deeply romantic optimistic hopefulwise amp smart I big honest heart dont like lied,1,engineer,engineer,engineer
7663,7663,richy0505,56,Marine Engineer,single,male,I easygoing person caring loving cool calm kind generous faithful honest discipline humble God fearing Im interested spiritual happiness material gain I try remain humble possible Im saint means It important I love childrenIm childlike love laugh joke keep things light count blessing I dont drink much dont hold one Its choice I dont judge want Lets talk But point life Im waiting total packagea companion friend loving woman l kind funloving person wishes meet someone qualities I would like someone passionate life wants take fullest someone cares people someone enjoys spending time showing affection partner someone likes pamper pampered someone likes laugh,1,marine engineer,marine engineer,engineer
7664,7664,roberteanwhistlecom,56,medical doctor,widow,male,I focused maintaining extremely healthy body mind spiritAm passionatekind romancecaringhoneststraight forward friendlyi like cook dance I happy life,1,medical doctor,medical doctor,medical
7665,7665,romat112,56,surgeon,divorced,male,Easy going gentle man full life ready mingle heart diamond loving father loving human loving caring romantic passionate,1,surgeon,surgeon,
7666,7666,terryogburn,56,Civil Engineering,divorced,male,I appreciate attraction level important I appealing turn lights low squint imagine I Terry Ive heard women say would like man like bra supportive I think men want bra Luckily I like men want get pants I desire cross dress Im serious wanting meet someone special Ill jump Oprahs couch I If would like meet guy IQ bigger shoe size talk,1,civil engineering,civil engineering,engineer
7667,7667,titodouglasti,56,engineer,widow,male,I Douglas Davis widower see meet someone honest sincere spend rest life,1,engineer,engineer,engineer
7668,7668,truelistener,56,Construction,divorced,male,Read till end profile little brainteaser lets see smart break Each day I try make better man previous day I also want best father kid If I take care discovery first I give honestly overflow I thankful honest dedicated passionate loving supportive engaged well rounded generalI enjoy giving I enjoy bringing home little gifts one I love I also give family looking give woman whose smile eyes match soul spirit The one eventually loves wants give back well I constructions job makes travel alot Im happy I I know true beauty without faults Im smart enough know I dont know everything Each morning I wake thankful try find little signs day tell Im right path Attitude choice choice thankful grateful positive optimistic Heres little brainteaser try break send message means kmurraymichael art GeeMhail dort come,1,construction,construction,construction
7669,7669,Valery,56,Accountant,single,male,say easy going gentleman always ready try new things discover good friends ready communicate like reading listening news free time hand friend quiet areas life pretty good live agree idea must live happily make someone happy always us,1,accountant,accountant,
7670,7670,vanscott,56,doctor,widow,male,I calm easy going person I love good things life I love nature best medicine human I good listener I good sense humor I looking beautiful woman I looking woman beautiful heart A woman also good listener caring understanding hoping hear soon,1,doctor,doctor,
7671,7671,williamsmith,56,Construction,widow,male,I honest straightforward outgoing caring understanding optimistic positive outlook likedetermined focused result oriented romantic chivalrous adventurous great love outdoors I enjoy social settings love meet interact new people different walks life happygolucky cheerful morally upright like treat others way would like treated,1,construction,construction,construction
7672,7672,05johnsmith,57,contractor,widow,male,kind honest love caring man hobby music sport believe god,1,contractor,contractor,
7673,7673,1234,57,business,widow,male,As know myriads someone lots interested women choice choose onethe one heart goes forsomeone lean onto give love always wanted haveSo tell yourselfwhat everything need tell yourselfand lets see goes hereBut anywayHeres little info I like go dinner go dancinggo movies workout travel see new things I enjoy simple things like ocean cuddling home watching movie someone special Im extremely romantic passionate affectionate woman,1,business,business,
7674,7674,abash,57,Telecommunications,single,male,honest god fearing single year,1,telecommunications,telecommunication,
7675,7675,AbottDavid,57,manager,divorced,male,I work Manager Independent men deals cable wires telecommunication also industrial building I believe man never rate self good rated people around So consider self rated people around,1,manager,manager,office
7676,7676,Allyn,57,US Army,single,male,I really sincere person comes sharing feelings emotions special person really damn honest things say cos dont like hurting anyones feelings Im new Internet dating I believe Internet dating manageable depending kind person communicating level seriousness put communication Im Really Searching woman love sonI mean Woman gon na share love withand also spend Rest Life,1,us army,us army,
7677,7677,alvaro5000,57,business owner,widow,male,I every sense Gentleman I easy going earth God fearingI sweet fun loving man gentle hearted man I enjoy rollerblading along beaches beautiful sunny days I enjoy things thrilling exciting I believe taking care woman treating gift God meant I romantic I like pay lot attention woman I also like give compliments tell nice looking much I love care I good communicator I love talk things I hate argue I honest caring man I like laugh fun Im man knows partner dictator Stand beside woman behind front I want someone best friend lover Someone I trust unconditionally And course I youI want partner feminine affectionate passionateFidelity Honesty tops list I expect partner,1,business owner,business owner,self employed
7678,7678,anthony8890,57,military,widow,male,man great sense humouri love outdoors fun fishing camping dont get much thati work full time love job someone ready let go past start afreshshe caringloving supportive,1,military,military,military
7679,7679,avis1,57,army,widow,male,new looking right woman send email address tell self ok,1,army,army,
7680,7680,barry2017,57,doctor,single,male,caring loving person love helping others needs,1,doctor,doctor,
7681,7681,Bjusttaxfl057,57,self employed,widow,male,I easy going gentleman knows treat woman right loving caring earth understanding I want find better half share rest life partner till end,1,self employed,self employed,self employed
7682,7682,crossuba1,57,Administration,divorced,male,A gentle man lots humor full smiles heart full love give,1,administration,administration,
7683,7683,danielking,57,doctor,widow,male,I easy going man needs good lady serious relationship,1,doctor,doctor,
7684,7684,davemilly,57,management,widow,male,simplehonestsincererespectfulresponsiblecaringloving romantic dudeim kinda guy willing relocate part world live happy life partnerim earth easily irritatedi dont care much physical appearance partner ie prettyuglytallshortthickslimwhiteblackculture tribewhat matters good character moral aspect love fishingswimming travellingreadinglistening music cooking also love reading bible going church every sunday would like partner honestsincere responsiblerespectfulcaringloving earththough im searching miss perfect might perfect eitherim concerned financial aspect partner Everything interests I clinically dead 3 times life All life interests innocence children wisdom nature The Divine Romance God music medicine movies acting art ballet opera gardening photography religion reading especially classic Vedic texts Bible original language Aramaic I profound respect cultures religions profound respect forms medicine I seen forms profoundly heal want someone doesnt liecheat play gamesbe real looking forward hear,1,management,management,
7685,7685,david1102,57,military,widow,male,Im kind sincere man open minded honest affectionate simple easy going caring person true I enjoy nice brandy like traveling share ideas friends I love joke put smile face people around I hope meet heart desire good kind woman loyal caring thoughtful creative compassionate imaginative serious sensual passionatei dont like women lie cheat dishonest Disrespectful play tricks,1,military,military,military
7686,7686,davidv234567,57,Engineer,widow,male,I lover comforter God fearing man I full joy happiness I man honor comfortable decent romantic I one woman man true lover admirer No one chosen one world today make chosen one I comfortable I dont time booty calls one night stands What see get I super star neither high maintenance If find interesting please feel free send mail I glad respond honesty,1,engineer,engineer,engineer
7687,7687,decarlo,57,engineer,widow,male,I Good hearted person looking serious dating I flexible enhance life towards happiness I looking person looking serious relationship also continue wayKindly drop EmAiL add phone contact connect better,1,engineer,engineer,engineer
7688,7688,emontago,57,construction,single,male,Im genuine creative thoughtful person whod like someone Im looking someone aspirations growing learning always becoming better person Who I Im artistic athletic intelligent articulate driven compassionate confident Im looking find supportive person wont let always meI describe two ways simple real Im humble shy like center attention I want someone whos humble compassionate knows cookId say Im ambitious sarcastic openminded I get along everybody Someone hold conversation express truly something I attracted Im looking find supportive person wont let always,1,construction,construction,construction
7689,7689,ericwhite,57,construction,widow,male,Am working Real Estate manager constuction ceo single man one lovely kid 15yrsI really like going friends reading novelsswimming wellAm honestkindnesstruthful decentGod fearing caring manI Single four years ago black hair Gray eyes healthy man I selfsufficient handsome happy secure selfconfident psychologically aware emotionally financially securecaring lovelyhumble honest manAm independent passionate easy goingMy personality traits For Those Women Who Truly Value Such Things In Life Am Loving Caring Clever Sincere Smart Good Heart Kind Soul I like kinds music HipHop Rap Rock JazzClassic gospelI like go Have Fun Enjoy Life optimistically fixed future goalsI often bright cheerful demeanor disarming manyI beacon light confusing times I step mess sum situation blinding clarity I speak raw truth others try hide confusion I invaluable friend guide clear path need honestyAm ashamed admit among demerits would find I easily speak mind say I actually think opposed people want hear I consider unique man I follow path cut others prefer make trail cost I drink Occasionally excess I like party family close friends,1,construction,construction,construction
7690,7690,Flames,57,Engineering,widow,male,I optimist I one sees glass half full always looking silver lining I look simple pleasures simple pleasures life I believe enjoy life fullest never know could end I honest person doesnt play games peoples emotions I caring others needs I enjoy hanging friends dancing movies outdoor activities quiet evenings home,1,engineering,engineering,engineer
7691,7691,franklove2574,57,self employed,widow,male,I great sense humour independent optimistic fit love life friends family A social butterfly loves interacting people But also equally happy home good book I really enjoy watching Stormers Springok rugby gamesEnjoy hiking walking running go gym weather isnt great Love beach mountains enjoy glass white red wine great company I traveled extensively still many places Id like explore Ideally someone active enjoys balance life sincerity honesty hugely attractive A sense humour vital sure could handle otherwise Someone loves outdoors A lady optimistic Attraction chemistry essential,1,self employed,self employed,self employed
7692,7692,garrick99,57,Medical,widow,male,Passionate honest introverted warmhearted downtoearth Night owl Enjoy intense intelligent conversations dry sometimes offbeat often mischievous sense humor Reserved outside goth heart Music makes feel alive nature gives peace Special place heart books dogs In true Aquarian style I tend march beat drumI like play piano,1,medical,medical,medical
7693,7693,gavell,57,self employed,divorced,male,I loving jovial earth man,1,self employed,self employed,self employed
7694,7694,gentleman003,57,Business,widow,male,Hi Life never borring years noticed life better lived two Am Stevenson Mariano young man 57 living alone wishing share rest life someone shares point view life borring lived alone I much share looking partner willing join hands breakthrough rest days together Am jovial simple sincere friendly I hate lies selfishness pride Simplicity rulf nowadays game simple make best remaining life time,1,business,business,
7695,7695,gootvel,57,Engineering,single,male,Im single man described closest funny thoughtful loyal sometimes hard working classy I high expectations give 100 I commit project Every day new adventure I wake morning smile I dedicated faithful one I love I like throw little imagination fantasy reality I feel helps spontaneity keeps things lively I enjoy going staying Im definitely go days I believe resilience independence curiosity spunk essential parts personality I family responsibilities My career involves gathering group people different race different faiths I understand care greatly I enjoy someone brings best I bring best Relationships US want something significant If ready incredible man think keep I definitely someone meet If consider intelligent nicelooking funny adventurous I looking I wantWell hmmmHonesty Faithfulness Chemistry If true chemistry rest fall placeOk It doesnt matter body type I dont care hair The winner heart always feel,1,engineering,engineering,engineer
7696,7696,gudname,57,military,widow,male,I genuineloyalkind sincere person good sense humor I would like meet someone like minded willing fun I love traveling traveled extensivelyI like walking countryside sea I work part time local community hospital I enjoy working garden cooking crafts doorsLike watch sports Look forward hearing woman similar interests personality Also like cosy nights bottle wine cuddle sofa Enjoy entertaining well I quite years would like share another person,1,military,military,military
7697,7697,hello2bin,57,engineer,widow,male,Am man loves nature earth hard working honest caring romantic,1,engineer,engineer,engineer
7698,7698,jamesjose,57,contractor,widow,male,passionate romantic man afraid show affection public private I clean like seeing things people clean well,1,contractor,contractor,
7699,7699,jamestim,57,self employed,single,male,I honest man looking honest woman spend rest life I man integrity I seek love loved thing mind I want feel warmth womans heart I love football though I cant play I big fan football I like go beach I dreams live seaside lover listen beautiful sea sound watch wave time also enjoy nature fullest,1,self employed,self employed,self employed
7700,7700,joellawrence,57,doctor,divorced,male,I AN Oceanography doctor marine policy specialist Am fun caring loving,1,doctor,doctor,
7701,7701,Johnmichael111,57,Geologist,widow,male,Im simple man dynamic nature Im looking fr half need someone truly love love heart,1,geologist,geologist,
7702,7702,johnsilva,57,building contractor,divorced,male,I easy going laid back I often told I easy talk I angry person Being honest open important expect match feel way I game player I dont interest dating one I however make exceptions board game lovers,1,building contractor,building contractor,
7703,7703,johnterry59,57,military,widow,male,I would hate bore telling wonderful I attaching name bunch flattering adjectives I sure already found two hundred times profiles I believe words cheap actions speak louder voice bother start bad stuff I impulsive restless times I cry times like baby I watched stay way late often There something night time I find magic keeps working hanging aimlessly Can relate I little patience flakes fake people smile angry inside I never know keep sleeveIm earth honest polite considerate affectionateand caring person On time I like hang extreme sporting events like bmx bike racing cruising along coast enjoying scenario I love taking pictures wherever I go pictures capture memories I like memories reminds places Ive Other words I like cars hiking dining traveling cuddle home good movieWhen comes relationships important always respect person In ideal relationshipIt important people pitch make decisions together I always respect opinion Im open almost anything,1,military,military,military
7704,7704,Jwilliam58,57,Civil Engineering,widow,male,I like sharecommunicate develop strong bases pleasant actual life future All life I trying knock peoples souls words quotblablasquot I consider Love superior way friendship I learnt long ago taste depends ingredients emotions put insideI family valuesA warm friendly person always optimistic life Im considerate good manners Who serious humorous like see funny side thingsI quite intellectual definitely original funnyMy perception ideal relationship Thanks interest profile I dream finding one special love thought I would try way search itI lost faith women country lost good values found strong relationshipI much heart give ready I take care health heavy drinker I dont smoke Im sensual expressing mentally physically relationship important meUnlike many men I afraid comment beauty things overwhelmed emotion loveTo thats makes us human I love Looking trustworthy modest passionate amp compassionate woman Someone really wants honesty amp perception honesty A woman sincerely interested great communications lays foundation great relationship Not looking beautiful woman someone young If one compatible good intelligent sense humor amp selfSomeone needs confide day needs support anything Who loves cuddle amp breakfast made Saturday Sunday morning takes care A woman enjoys nature,1,civil engineering,civil engineering,engineer
7705,7705,kevin009,57,Engineering,widow,male,Some people would say I tend serious quiet side dont let mislead Even I funny Also quiet I mean I dont talk By opposite Just I laud bubbly I enjoy long interesting conversations many topics In right settingcontext right people I much peoples person I recently learned I fall category nonshy introvert Im also sensitive rational time Other personality character traits according peoplewould friendly intellectual classy reliable witty kind patient caring oldfashioned chivalrous etc I dont like drama mindgames definitely stay away,1,engineering,engineering,engineer
7706,7706,Lewishoward,57,Marine Engineer,widow,male,Widower one daughter looking serious relatioship marry,1,marine engineer,marine engineer,engineer
7707,7707,lgjohn,57,engineer,widow,male,I would describe passionate romantic positive funny energetic gregarious person Im looking relationship someone shares interests outlook life,1,engineer,engineer,engineer
7708,7708,lonelywolf,57,military,widow,male,Am probably coolest guy ever meet I understand people try show everyone respect deserve My philosophy Treat people way like treated would never enemies__ except perhaps might envy I strong faith God helped overcome difficulties time,1,military,military,military
7709,7709,majgenjeffbuch,57,army,widow,male,I person ambitious optimistic cheerful hardworking dedicated smart confident sincere honest loyal intelligent friendly I passionate areas life I responsible try eat well exercise active life fun I believe healthy relationship open heart I exercise regularly love exercise makes helps keep fit stay healthy,1,army,army,
7710,7710,matthewj,57,engineer,widow,male,Caring easygoing person love door activities intellectual conversations Looking something serious friends But lets start friendship see much chemistry got,1,engineer,engineer,engineer
7711,7711,michaa,57,service man,widow,male,I honest faithful loving man Love fun I love outdoors Dining I also love cook I understanding good listener one woman man always always I love laugh make others laugh Life way short miserable unhappy Well lets see accurate I sense humor Im family oriented sensitive tender person I want give tenderness care special woman I intelligent energetic,1,service man,service man,
7712,7712,niceguyforu,57,self employed,single,male,Just guy knows treat women respect love I kind considerate romantic love fun I love games kind travel passion love water swimming badminton I active muscular I clean shaven,1,self employed,self employed,self employed
7713,7713,patrickwillson,57,project manager,widow,male,I believe every relationship starts great friendshipI honest caring person I hope would I believe honesty best policy I like experience new things,1,project manager,project manager,office
7714,7714,paul066,57,Petroleum Engineering,widow,male,Im Paulsingle great sense humor I easy going laid back I often told I easy talk I angry person I interested someone past events shape life one thing carrying past burden sits heavily upon shoulders way I view life I happy life I like think shows I wonderful son I would best someone isnt extremely uptight unless course willing learn let things go I love try new things laugh I fail miserably I dont give easily many things Ive yet try Please love laugh fun better laughing hard stomach hurts I love traveling going unknown adventures trying something I thought I never would Ill try anything well fun none less I take pride appearance high maintenance I love nice dinner staying home chines food day spent working together completely dirty yet fulfilling project much fun right person Being honest open important I expect match feel way I game player I dont interest dating one I however make exceptions board game lovers,1,petroleum engineering,petroleum engineering,engineer
7715,7715,penderway11,57,Sales and Marketing,divorced,male,I concerned tons friends A good friends I need I always follow mass always something learn seen heard My perceptions may always right good evil come one thing question reactions towards results sign maturity I unique I waste time shallow interactions I open meaningful honest exclusive relationships like minded people My late mom taught cry spilled milk I enjoy original creative highly imaginative rediscovering life offer I open new ideas,1,sales and marketing,sales and marketing,sales
7716,7716,phenspower,57,business,divorced,male,I simple man goal setter broad minded easy going earth gentle man I man without fault man faults weaknesses absolutely open criticism correction peoples point view means I selfish opinion full Life setting goals working hard see come fulfillment Selfish people less appreciate humanity I one I desire touch lives,1,business,business,
7717,7717,robenwiesinger,57,business man,divorced,male,Am God fearing man looking God fearing woman,1,business man,business man,
7718,7718,Robertnice,57,engineer or military,divorced,male,I easy going man fun live Have sense humor honest caring I like learning whatever comes way try apply wisdom wisdom profiting The potentials wished see lady meet,1,engineer or military,engineer or military,engineer
7719,7719,ruben,57,self employed,divorced,male,Creative soul seeks mate Im fun loving easy going individual tries best person I I love laughing learning new things Work keeps really busy I always make time important happy loveableand handsome,1,self employed,self employed,self employed
7720,7720,stevenlove,57,engineer,widow,male,I feel I man integrity family provider I think I kind heart tender soul I proud quality I responsible I believe taking care woman treating gift God meant I also understand making love physical act two bodies I would want someone kind caring loving enjoys life one knows stress life doesnt let run life one isnt afraid show express feelings someone agrees disagree times,1,engineer,engineer,engineer
7721,7721,sunflower2017,57,self employed,widow,male,My name Kelvin Davies MiamiFlorida USI 56 years age 58 inches Tall175 lbs muscular build Black hair little gray blue eyesI kid 20 years ageI really fun person loves peopleloves laugh I caringlove music dancing singing Love churchIm caring considerate person Im looking sameIm great believer conversation like talkIm also good listenerI value friendship highlyGood friends hard findSo search new partnerI like build strong base trust care anything elseThe best friend one could unconditionally side trust completely always even disagree matter It someone miss spiritually physically apart In essence someone share everything good badI made mind stay single die death wife realized one thing also staying single fun thing always feel lonely wish company loving affectionate womanIf want know melets get touch,1,self employed,self employed,self employed
7722,7722,taylormark293,57,marine engineer,widow,male,wonderful man ready love kind caring loving God fearing,1,marine engineer,marine engineer,engineer
7723,7723,tij147,57,Contractor,widow,male,Im thoughtful caring devoted happy loving I enjoy laughter I love cook prepare meals I easy going personality outgoing person I man good heart want find true love I love dance I looking meet lady intelligent openminded kind would take care body I love kids I opposed dating someone children I good kids A marriage minded family type lady would good She must afraid show affection public like holding hands kisses hugs She ability forgive lover inevitably says something stupidIf ready treated like great woman youre adventurous enough embark voyage could end ultimate journeythen one,1,contractor,contractor,
7724,7724,timgreen9,57,self employed,divorced,male,Im normal person I love laugh joke around I love outdoorsI love life And live fullestI Honest Faithful Loyal earth I enjoy simple things life I need someone could possibly make smile much pain recently relationship Id like find someone I look everyday shock I found one person fits life would smart funny I like travel perfect match would well,1,self employed,self employed,self employed
7725,7725,tomdonalds,57,engineer,widow,male,contract staff blue eagles shippers company CA search serious relationship lead marriage come England lived life states,1,engineer,engineer,engineer
7726,7726,ugobest12,57,engineer,widow,male,Im easy going person honest loyal caring good listener I like travel go movies listen kinds music dance I like romantic things like going beach night I enjoy nights dinner movie also dont mind quiet evening home snuggled couch,1,engineer,engineer,engineer
7727,7727,willam9000,57,Business,widow,male,My name Ferdinand Williams 57 years old Am calm fun loving active My hobbies include horse riding biking reading camping grow Maryland New York born son 14 Am widow intend finding partner I believes prefect flaws life time good bad sides hopefully goods bad within us But importantly embraces good accept bad willingness improve defects better life ourselvesloves ones Willing learn yesterday living today allowing preparation tomorrow improvement fulfill happiness loves ones Materialistic important factor life inner qualities spiritual growth essentials every days happiness Beauty skin deep A picture worth 1000 words 1000 words isnt enough describe person behind Therefore I interested knowing person inside rather outside communication life learning tool findscollects common vigor foundation relationship,1,business,business,
7728,7728,albert678,58,seaman,widow,male,MY NAME IS ALBERT LEWIS I AM FROM FLORIDA UNITED STATE OF AMERICA I WAS BORN ON 28TH OCTOBER 1959 I GOT MARRIED BEFORE I AND MY LATE WIFE WERE BLESSED WITH ONE DAUGHTER BEFORE SHE PASSED AWAY SHE GOT A CAR ACCIDENT WHICH LEAD TO HER DEATH SHE DIED LAST 8 YEARS AGO SORRY I DONT MEAN TO TALK ABOUT THAT FOR NOW I AM A SEAMAN I HAVE BEEN TRYING TO MATCH UP WITH LIFE SINCE AFTER THE LOST MY LATE WIFE I REALLY FIND IT DIFFICULT FINDING ANOTHER LIFE PARTNERI ALWAYS GIVE ALL MY BEST IN TERMS OF LOVE HOPE I CAN FIND A GOOD LIFE PARTNER WHO WILL MAKE ME HAPPY AGAIN THAT WILL LOVE ME TOO THE WAY I AM,1,seaman,seaman,
7729,7729,bobby101,58,business,widow,male,caring kind person searching love love marry,1,business,business,
7730,7730,bondyhom,58,engineer,widow,male,I good manhonestcherishingCaring LovingPassionate AffectionateHonest ReliableTrustworthy Godly mani great sense humor believe things life necessary lifei loyal man fear God,1,engineer,engineer,engineer
7731,7731,chally22,58,Engineer,widow,male,I love hold hand I love look eyes fall love I love laugh playful I man loves sea I scuba dive chance I get I would love meet one also You would angel I want fall love one willing enjoy I love looking across room seeing one I love smiling back Who loves Some one cant wait sideAnd loves I love,1,engineer,engineer,engineer
7732,7732,comdave,58,military,widow,male,I simple easy hard working sincere military man great sense humor earth person nature,1,military,military,military
7733,7733,cooldavidson33,58,military,single,male,I healthy fit open minded optimistic man smiles laughs often possible I enjoy conversations depth meeting new people occasionally dancing night away staying home watching good movie I consider family friends single family I love dearly I hope travel time permits deeper understandings people cultures course Its important continue better everyday Im passionate sports fan enjoys cold beer much good red wine must Italian Oh yeah I also like food includes cooking grill I study philosophy history enjoy singing good song spending time nature temperature outside isnt hot surface sun Some would say im good listener always interested learning people Being affectionate compassionate important aspects yes includes cuddling,1,military,military,military
7734,7734,creativelion00,58,Self-employed,widow,male,It take book describe It hard describe oneself I say little I would say comprehensively Im downtoearth outgoing goodhumor welltraveled articulate artistic compassionate charismatic healthy I enjoyed pink I got flaws eccentricity make like every human imperfect Life bed roses full thorns ruggedness anxiety Life sweet give chance enjoy I live everyday last enjoying fullest I value monogamy commitment integrity I love read learn anything everything explore new things places I love laugh told I dry sense humor I full beans adventurous get know I lot say I concise rest find eventually start corresponding,1,selfemployed,selfemployed,self employed
7735,7735,daniel65,58,engineer,widow,male,simple easy going,1,engineer,engineer,engineer
7736,7736,davidgeperkins,58,military,divorced,male,I General David Gerard Perkins want honest woman life,1,military,military,military
7737,7737,Donald0999,58,doctor,widow,male,I honest truthful good man pure heart looking woman share life Both good bad times must gone We must know great joy well great sadness,1,doctor,doctor,
7738,7738,Donnic2015,58,engineering,widow,male,I man optimisticgentleromanticconfident faithfulespecially inner heart I advocate nice thingsI hope limited time life I hold hands loverI received strict family education late parentsI responsible serious work loyal loveI believe true loveIn spare timeI like sportsswimming readingI wide range hobbiesSo willing get together build lead happy romantic lifeplease also read brief profile carefully see weather I person fit expect,1,engineering,engineering,engineer
