username,age,occupation,status,gender,filtered sentence,Language,y,translated_occupation,status_lem,translated_occupation_lem,translated_occupation_category
 James_3322,39.0,contractor,widowed,male,I laid back person good attitude style Im fond Golden Rule treat others way want treated time deep complicated thoughts easy going people picky open mind honest sometimes Im passionate almost kind music like kind expressionit release soul Open changes never know life new lessons going learn kind people going meet way going touch heartI looking partner life I want best friend lover share quiet momentsi enthusiastic outgoing independent person enjoys similar things also introduce new things,es,1,contractor,widowed,contractor,construction
 James_900,44.0,soldier,widowed,male,I honest loving caring faithful respecting God fearing Understanding friendly,af,1,soldier,widowed,soldier,military
 james_nolan11,59.0,Engineering,widowed,male,I coolcaringunderstandinghumblefaithfulhonest loving man message Hi dear I gone profile I picked interest I love meet know also tell serious relationship shall also discuss future together please get back thanks another,af,1,engineering,widowed,engineering,engineer
 jaminesloves44,33.0,student,single,female,Maybe silly try destiny place I believe really want reach something try destiny ways fight smile fortune I find beloved man I find matter Do strong desire happy love loved Please stop looking photos make step I answer never regret Maybe silly try destiny place I believe really want reach something try destiny ways fight smile fortune I find beloved man I find matter Do strong desire happy love loved Please stop looking photos make step I answer never regret Maybe silly try destiny place I believe really want reach something try destiny ways fight smile fortune I find beloved man I find matter Do strong desire happy love loved Please stop looking photos make step I answer never regret Maybe silly try destiny place I believe really want reach something try destiny ways fight smile fortune I find beloved man I find matter Do strong desire happy love loved Please stop looking photos make step I answer never regret Maybe silly try destiny place I believe really want reach something try destiny ways fight smile fortune I find beloved man I find matter Do strong desire happy love loved Please stop looking photos make step I answer never regret Maybe silly try destiny place I believe really want reach something try destiny ways fight smile fortune I find beloved man I find matter Do strong desire happy love loved Please stop looking photos make step I answer never regret Maybe silly try destiny place I believe really want reach something try destiny ways fight smile fortune I find beloved man I find matter Do strong desire happy love loved Please stop looking photos make step I answer never regret Maybe silly try destiny place I believe really want reach something try destiny ways fight smile fortune I find beloved man I find matter Do strong desire happy love loved Please stop looking photos make step I answer never regret Maybe silly try destiny place I believe really want reach something try destiny ways fight smile fortune I find beloved man I find matter Do strong desire happy love loved Please stop looking photos make step I answer never regret Maybe silly try destiny place I believe really want reach something try destiny ways fight smile fortune I find beloved man I find matter Do strong desire happy love loved Please stop looking photos make step I answer never regret Maybe silly try destiny place I believe really want reach something try destiny ways fight smile fortune I find beloved man I find matter Do strong desire happy love loved Please stop looking photos make step I answer never regret Maybe silly try destiny place I believe really want reach something try destiny ways fight smile fortune I find beloved man I find matter Do strong desire happy love loved Please stop looking photos make step I answer never regret,nl,1,student,single,student,education
 jamw50,52.0,military,divorced,male,good looking caring honest kind hardworking gentle full fun loving man good looking caring honest kind hardworking gentle full fun loving man good looking caring honest kind hardworking gentle full fun loving man good looking caring honest kind hardworking gentle full fun loving man,tl,1,military,divorced,military,military
 jane,29.0,nurse,single,female,would describe happy person intelligent well educated stylish sociable attractive caring clean Im openminded sensitive truthful passionate great sense humor responsible serious I I love music arts fashion traveling meeting people beautiful I love find experiences share someone close I special person life share dreams excitements witha good relationship provide stimulation intellectual emotional physical level I want genuine relationship someone tender loving truthful appreciate share life every levelsomeone knows listen heart answer mind charming man give peace comfort I want someone wonderful nights beautiful mornings confident mature,ro,1,nurse,single,nurse,medical
 jane101,29.0,student,single,female,I live good life maybe meet someone believe unconditional loveand cant complete without honesty,nl,1,student,single,student,education
 janeanderson,26.0,self employed,single,female,I optimistic active kind honest person good sense humor I live smile Somebody told smile cost nothing gives lot I think life cool stuff I prefer enjoy day life I want meet devoted kind cheerful man strong family values A man knows enjoy life respect woman,en,1,self employed,single,self employed,self employed
 janebaby2020,22.0,student,single,female,My name Jane live Senegal say want know need inbox tell,nl,1,student,single,student,education
 janebae00,30.0,art,single,female,Am Jane name I born city called Darby PA I like spending quality time clan friends When I love I love wholeheartedly I give endless Everything I I passionI firm believer however letting things flow naturally placing limitations whether age ethnic background location religion With time find laid back womangeneroushardworkinglovingdisciplinerespectful full love offer My hobbies arts crafts Im creativepractical person like things hands Im outgoing person like socializinghanging friendsI enjoy physically active watching TVI tremendous amount depth insight faith Simple good girl looking loving romantic sincere honest man,en,1,art,single,art,art
 Janebare24,25.0,student,single,female,good sweet looking girl,nl,1,student,single,student,education
 janecares4u,38.0,teacher,single,female,Thanks taking time read profile I born raised North York Ontario Canada I done world travelling I really enjoyed learning cultures A little bit hmmmm I 38 years old Work keep busy I travel times I think time I fun life well settle man dreams I type person like stay home day I work I like nice drives along coast dad car I like going theaterChurch I consider Sincere romantic I enjoy intelligent conversation well sharing funny experience life I interested finding man knows wants games drama A man believes life gift afraid take chances fun life A woman likes laugh sensual passionateI seek quality individual different experiences life good bad afraid share live learn I wish taken advantage I wish appreciatedtreated respect I request advance communication I enjoy someone I intellectualserious conversation one minute next minute laughing hard something one else would find funny two us Smart confident demeanor kindhearted humble spirit A man desire simply happy see partner happy Im interested seeing man 23 times month Lets take things 1 step time see happens Life gift enjoy,en,1,teacher,single,teacher,education
 janecole109,30.0,self employed,single,female,Im passionate romantic lady afraid show affections private public I clean like seeing things people clean well I always treat man well respect love cherish himIm easy going earthI believe strong relationship based sex life strong relationship builds strong love life leads strong great sex life happen open communicationtrust commitment constantly working together honest man,en,1,self employed,single,self employed,self employed
 janemart003,35.0,self employed,widowed,female,I widow 6yrs daughter looking loving caring man someone love understand live together one family also happy home I sending nude pictures talk dirty talk looking life time commitment right man age matter number message get back I Am Interested In A Loving And Caring Man Someone We Will Both Love Each Other And Share One Heart The Man We Will Be Both Honest With Each Other And To Never Hide Anything From Ourselves Because That Will Make Us Happy A Long A Lasting Relationship With A Happy Home,en,1,self employed,widowed,self employed,self employed
 janemorgan2yc,23.0,student,single,female,I loving honest caring person good sense humor I enjoy meeting new people knowing way life I enjoy watching sea waves beauty mountains everything nature offer,nl,1,student,single,student,education
 janet1,33.0,student,single,female,I several hobbies wish I could find time pursue swimming playing computersigningwalking dancing reading would like someone share well sharing interests meI searching someone shares following qualities Thoughtful lovinggenerouskindlovingcaringunderstandinghonesty goal oriented along sense humorI love laugh smile I also love read watch tv cook My interests manyI honest intelligent loyal affectionate easy going romantic softspokengenerous stable sensual Im romantic caring much Im crazy pets especially dogs cats I love natureI like books reading Bible,nl,1,student,single,student,education
 Janet20,27.0,student,single,female,I looking caring honest open minded man start new life I new friend meet hubby introduce online dating I love cuddling cooking meeting people,nl,1,student,single,student,education
 janet3,25.0,student,single,female,I would describe passionateeducated positive funny energetic gregarious person Im looking relationship someone shares interests outlook life,nl,1,student,single,student,education
 janet8520,34.0,Military Nurse,single,female,I dont know person world burning desire live learn everything new share even little experiences others I sociable joyful openhearted frank person I like communicate people foresee thoughts opinions I feel comfortable good crowd I also helpful careful girl I always put aside things friends needs help care,en,1,military nurse,single,military nurse,military
 janetblackket,27.0,student,single,female,I Janet name single searching right man spend rest life Will tell later,nl,1,student,single,student,education
 janetj,18.0,selfemployed,single,female,I independent intelligent honest optimistic caring loyal pretty patient trustworthy woman I difficult anger like negative energy There lot energy positive right guy unlimited possibilities aspects lives I one man woman always I average woman definitely boring always make laugh,en,1,selfemployed,single,selfemployed,self employed
 janetjones7181,32.0,selfemployed,single,female,Im sincere loving caringfun honest welli sense honor make people around happy,en,1,selfemployed,single,selfemployed,self employed
 janetjones7181james,29.0,nurse,single,female,I nice sense humor I responsible hard working emotional person I dont like lie feel others I try come late I hate others dont come time I prefer communicate clever polite people,ro,1,nurse,single,nurse,medical
 janetlove200,31.0,nurse,single,female,Maybe silly try destiny place I believe really want reach something try destiny ways fight smile fortune I find beloved man I find matter Do strong desire happy love loved Please stop looking photos make step I answer never regret,ro,1,nurse,single,nurse,medical
 janetouusu,34.0,self employed,single,female,I strong woman needed little weak girl I next strong man I love laugh I think I cheerful person People always say rely I lot friends I love dream imagine future life I simply enjoy everything way I feel happy Of course I write lot information describing perfect But I going I want say I woman And nothing add I know I able give everything future beloved man making happy satisfied beside My heart seems borders love gentle lovely man Love I want give special man So I want begin create new world I dream real strong man knows happy I need little loveEmail JANNETOUUSU GM com,en,1,self employed,single,self employed,self employed
 janeuu,22.0,student,single,female,good girl love trust care fun seance humor,nl,1,student,single,student,education
 janey11,30.0,artist,single,female,nows treat lady I want explore world new things I come home I love warm weather tropical drinks sandy beaches I like party fun I dont want drama life I like romantic evenings bedroom talk Im real lady looking real man love loved ones alone rest life love friends alone sometimes,en,1,artist,single,artist,art
 Janiffer,33.0,model,single,female,lovingcaring wonderful father like,it,1,model,single,model,media
 jannycutelove,33.0,student,single,female,I attractive physically mentally healthy well adjusted adult 100 serious meeting RIGHT people Im earth person easy going open minded I like great food drink good read good laugh live music accompany perfect sunset great laugh BBQ friends Honesty integrity education confidence discretion cleanliness genuine respect others go long way Friends would describe sociable friendly really earth person I good balance I moderately religious I playful nature known bit giggler find reason laugh I spend free time friends going eat movies amongst things If would like know ask,nl,1,student,single,student,education
 Jasmine,21.0,student,single,female,I humble loving caring respectful honest diligent optimistic dynamic I looking lovely understanding respectful person Someone understands true value friendship,nl,1,student,single,student,education
 jason1ca,48.0,Military,widowed,male,Im generally laid back easygoing individual passionate something outspoken I enjoy outdoors especially warm Love water Enjoy going theater restaurants music movies also enjoy quiet time home I kind sincere romantic passionate honest would like honest lady great sense humor,tr,1,military,widowed,military,military
 jason4me,45.0,engineer,divorced,male,Am good looking man wit cool sense humourI like quiet places datesso I get know datei never rush ladyam gentlemanso u looking gentlemanthen perfect man,nl,1,engineer,divorced,engineer,engineer
 jasoncarney38,42.0,military,widowed,male,I simple happy man I find right woman make good friends I earth easy talk get long I open,tl,1,military,widowed,military,military
 jasonjohn892,55.0,engineer,widowed,male,I looking woman spend rest life woman dream long term relationship turn marriage I looking one night stand develop harem I honest faithful loving person looking take advantage,nl,1,engineer,widowed,engineer,engineer
 jasonknick,41.0,self employed,single,male,Am looking one honest loving caring share life withsome one cares people always like talking friendswill like meet one humble respectful toobecause respectful also want treated like thatwill like meet one like know ready serious relationship I love public intimacy want good woman good heart one good knowledge love knows man treated age colour difference matter long loves I want relationship last forever wont fade matter I married I looking another woman involve I home 3 months Actually allowed communicate outsiders security reasons I need woman A woman I tooLove like wonderful feeling compassion satisfaction It given respect trust receive love backThe best proof love trustTrue love greatest thing experience weather storm Loving trusting respecting totally bring true love happinessIts hard love hard trust finding love finding trust gift,en,1,self employed,single,self employed,self employed
 jasonpetgo123,41.0,civil engineer,single,male,simple loving caring man God fearing understanding hard working never look anyone,nl,1,civil engineer,single,civil engineer,government
 JayHobbs322,53.0,military,divorced,male,I young heart open mind someone accepts people l want I fair individual adapts changes life enjoys life fullest Im friend say honest trustworthy I seek mate someone compassionateromanticloving yet understanding calm demeanor great personality I love travel would love meet someone shares love till rest life fun adventure I stress free fun around I love laugh I also great cook enjoys variety foods I avid reader great conservationist I also like social functions entertain friends I private person enjoys comforts home relaxing listening good music I also love Jazzrock Opera Lots profile I sure intrigued know rest,tl,1,military,divorced,military,military
 jaykelvin881,51.0,construction,separated,male,Im sincere polite simple honest caring person like treat people according way life nature time I operate environment dream maker I like go fishing outdoor indoor activities I love Golf sport Long Tennis swimming time also road walk Im principle man like people respect amLikewise like respect people well I hate people taking simplicity granted Im funny type like making people happy time,fr,1,construction,separated,construction,construction
 jazzbab,30.0,self employed,single,male,Simple singlelike chatting dancing cookingItalian Mexican fave foodI dont dirty talk pls dont message tat want,en,1,self employed,single,self employed,self employed
 jbourges,42.0,Business,divorced,male,Am cool man honest type dont cheat play games type man knows hes looking serious type like open book easy going love make sure person beside always happy caring emotional romantic love fall deeply I ready relocate right woman matter takes,de,1,business,divorced,business,self employed
 jbrady09,45.0,civil engineering,widowed,male,I God fearing man love live life fullest,nl,1,civil engineering,widowed,civil engineering,government
 jbrown023,58.0,government,divorced,male,Energetic Passionate kindhearted intelligent great sense humorloving nature focused love travel always ready adventure believe sunsets Gods goodnight kiss My smile light room non drama honesty important believe quality communication foundation solid relationship imagine someone great conservationist believe long tender kiss melt scares away hugs unite hearts My soul looking nice woman wants take journey life exciting man side,en,1,government,divorced,government,government
 jcode009,32.0,Business,single,female,I sweet thoughtful kind great sense humor I easy going laid back I often told I easy talk I angry person I interested someone Having past events shape life one thing carrying past burden sits heavily upon shoulders way I view life I happy life I like think shows Im searching life long partner share Great Life Love romance long slow kisses,de,1,business,single,business,self employed
 jcott09,61.0,civil engineering,widowed,male,I decent kind faithful truthful loving man seeks loving relationship I many hobbies Im always gentleman always gentle man I avid reader love play golf spend time many diverse interests I seek woman wants loving relationship I educated bright believe heart chemistry important I believe Pay forward lifestyle I think everyone give something back communities even putting change bell ringers kettle Im naturally inquisitive try learn something new every day,nl,1,civil engineering,widowed,civil engineering,government
 Jdaves,48.0,engineer,single,male,I looking serious relationship someone ready settle must honest trustworthy,nl,1,engineer,single,engineer,engineer
 jeanwilson000000,49.0,Engineer,divorced,male,I man faithful sincere kind respectful caring loving I enjoy life I know care woman make relationship strong happy I openminded trustworthy responsible loyal understanding,af,1,engineer,divorced,engineer,engineer
 jeferry_j1,50.0,manager,single,male,I easy going typeopen minded good listener I laugh lot try make people around time happy I always make sure share little I someone Im also satisfied achieved,tl,1,manager,single,manager,manager
 Jeff0172,48.0,Business owner,single,male,My name Jeff Am half German half British single want know come closer,en,1,business owner,single,business owner,self employed
 jeff1000,47.0,sales,divorced,male,I want love woman likes receive love affection embarrassed public receive Someone likes wink whistle doesnt mind finds gazing tuned everything else going around us I want someone honest caring kind romantic affectionate faithful understanding passionate,tl,1,sales,divorced,sale,office
 Jeffblair2,49.0,Militry,divorced,male,single man searching honest respectful women want share time one caring understanding dating online,en,1,militry,divorced,militry,military
 jeffphuston090,52.0,Selfemployed,widowed,male,God fearing person I honest loyal faithful trusting kind caring loving fun compassionate generous nature Some time I wild adventurous side I definitely morals integrity time guide behavior ways another I dont play games person heart feelings I ambitious intelligent I also wonderful attitude life I wonderful sense humor easily adapt situations,en,1,selfemployed,widowed,selfemployed,self employed
 jeffrey1958,58.0,military,widowed,male,I fun honest caring loving fella loves outdoors keeping fit loves holidays home abroad would love meet caring loving woman,tl,1,military,widowed,military,military
 jeffreybuchanan,58.0,military,single,male,Am jeffrey buchanan sweet simple person easygoing much understanding hard working love life like happy self time,tl,1,military,single,military,military
 jeffreyscott,53.0,Engineering,widowed,male,Im kind hearten man Humble good heart values human life I supportive caring loyal tolerant characters humble honest understanding truthful Im passionate physical person would want mate deeply romantic optimistic hopeful wise smart Im searching life long partner share Great Life Love romance long slow kisses feeling special intimacy spirituality pleasurable communication dancing meeting minds opening door flowers traveling exciting interests adventures A GREAT LIFE LOVE I one strongly believes respect without respect cant experience true love generate healthy relationship I believe smaller wow first friendship larger Wow later evolves Beautiful Loving committed relationship I believe like outside like inside Im seeking friendship first game playing please someone appreciates,af,1,engineering,widowed,engineering,engineer
 jeffson,47.0,businessman,divorced,male,businessman honest trust worthy,en,1,businessman,divorced,businessman,self employed
 Jefken,55.0,Structural Engineer,widowed,male,I simple understanding loving passionate God fearing I happy simple things I simple dream someone love cherish keep company belong lifetime,en,1,structural engineer,widowed,structural engineer,engineer
 Jek40,34.0,Military Nurse,single,female,I humble love caring,en,1,military nurse,single,military nurse,military
 jellcuddle89,26.0,sales,single,female,I cheerful sociable girl I smile like sun I able fulfil somebodys life sense I believe want believe man I also believe intuition tells one wont chance run away Very Happy haha Actions beautiful words one could write compliments send lines I know rich aims make dreams come true hope big inspirations share bring thoughts plans life Im opened world new things interested everything new I love cook spare time Like walk travel sports I adore outdoor activities dancing romantic dates I believe life amazing move When I move I feel body feel soul could move together,tl,1,sales,single,sale,office
 jemay,58.0,business man,single,male,I friendly outgoing always smile face I little shy Ill open get know better I enjoy catching movie going dinner I love travel would love companion step way Not looking one night stands,en,1,business man,single,business man,self employed
 Jemie234,53.0,Project Manager,divorced,male,talking sometimes really dont know start I easy going manShy highly interesting person spend spare time withi wont tell much Im described honest faithful kindcaring passionate romantically fit I might stubborn maybe independent deep inside Im simple easy going man respecting dignity I positive outlook always try see good everything,hr,1,project manager,divorced,project manager,manager
 jendryckaandrew,42.0,military,widowed,male,name grandchildren US also single lost wife last five age since single still searching good woman honest trusted sincerely,tl,1,military,widowed,military,military
 jenessa,30.0,student,single,female,name Janessa Wales 28 yrs old,nl,1,student,single,student,education
 jeni002,27.0,student,single,female,jenifer oden looking borni jenifer oden looking borni jenifer oden looking borni jenifer oden looking borni jenifer oden looking borni jenifer oden looking born,nl,1,student,single,student,education
 jeniferj,24.0,self employed,single,female,I like working hanging friends going movies concerts like good time family big family person caring peoples feels someone needs talk listen finshed last year school looking teaching job someone settle,en,1,self employed,single,self employed,self employed
 jeniferlove120,27.0,business,single,female,I kind loyal personready love lovedI confident decisionsI strongwilled always ready help peopleI believe peace worldand I wish people happy I like types musicmoviesdifferent kinds sportas I visiting sport gym timeI like moonlight long walkstalks stars candel light dinnerslooking stars I like reading much,en,1,business,single,business,self employed
 jenna,29.0,student,single,female,Im jenna name new dating site love making new friendsand also love chatting Im seeking soulmate man love care,nl,1,student,single,student,education
 jennefer,32.0,self employed,single,female,like introduce little name jennefer american birthbut presently live work frank furtam simple person lot love love sense humor single kid,en,1,self employed,single,self employed,self employed
 jennet222,26.0,student,single,female,ask later tell need know,nl,1,student,single,student,education
 jennie,29.0,selfemployed,single,female,easy going straight forward,en,1,selfemployed,single,selfemployed,self employed
 jenniebrown100,61.0,nurse,widowed,female,Am simple going person want know life take keep good man truly love I want give someone heart love dont care age Cause Age number team love love age nothing think think something free contact I need man faithful honest kind caring lovely man know true meaning love needed dont care age age number need real love,ro,1,nurse,widowed,nurse,medical
 jennieh,33.0,selfemployed,single,female,simple cool easy going person I love traveling meeting new people I Art Exhibition exhibit many art works paintings different part world I recently realized hardly time needed make friends get know beautiful people Here im waiting meet special person make feel comfortable relaxed I hope meet people make everlasting friendship,en,1,selfemployed,single,selfemployed,self employed
 jenniemary,25.0,self employed,single,female,I heart felt personI creative person I love writing art Also computers music collecting things much,en,1,self employed,single,self employed,self employed
 jennies13,34.0,self employed,single,female,I unique girl intelligent attitude I young know exactly I want I open learn anything new I want meet someone positive balance I looking new start wont allow downfalls set partner back You always find smile face Just want intrigue I want share goals accomplishments someone appreciate respect If want meet someone unique exciting use information wisely,en,1,self employed,single,self employed,self employed
 Jennifer101,30.0,self employee,widowed,female,I earthfaithful man great sense humor love laugh outgoing outspoken timesfamily oriented man Always treat people way I like treated There ME I great appreciation beauty people things I strive create balance harmony others I know life journey new day presenting challenges situations designed create person meant beand honesty paramount Romantic love fantasy responsibility partners ensure fire burns bright I still believe hearts flowers candlelight wine walks park along beach anytime rendezvous I passion music travel Vacations combine activities enjoyable I voracious reader probably find alone book often front television I sports fanaticand I enjoy basketball bicycling Activities keep touch natural earth air water pleasurable,en,1,self employee,widowed,self employee,office
 Jennifer1997,36.0,student,single,female,caring loving understanding,nl,1,student,single,student,education
 Jennifer60,26.0,student,single,female,Im warm caring woman wants love loved return I want companionship man security knowing Big strong hugs long slow kisses I open honest wont pout say nothing ask wrong I quiet mood I sincerely love men guys world I wont try change suit meI classy independent confident woman I seeking man I like activities especially water outdoor type I like walks along beach park hikes I looking friendship leading long term relationship,nl,1,student,single,student,education
 JenniferCampbell6000,31.0,Hairdresser,single,female,My name Jennifer Im 31 years old White female single lonely kids 58 ft tall171 lbsBlack hairbody type average Im Michigan live Michigan almost life lost father last 4 yearsThis meI Boyfriend broke caught best friend apartment cheatingI gotten heart together moved figured time move find true love due incident able time date meet people hope find someone love,fr,1,hairdresser,single,hairdresser,service
 jenniferforbes,30.0,sales manager,single,female,I dont look perfect man nobody perfect I seeking special one soulmate My man kind honest faithful loves I respects family best friend I want find man I trust keeps word I rely upon every situation Perhaps Im little oldfashioned I like believe marriage better worse sacred life Thats I find special one build happy strong family I romantic time I clouds I honest I know compromise I listen hear You wont bored ever I always find way cheer I active like take good care make body shaped mind sharp,tl,1,sales manager,single,sales manager,manager
 jenny25,24.0,model,single,female,Am earth lady passionate lovingca ringhones romanticI born raised Ukcame back home death parentI would like meet man honestcaringromantic knows treat womanA serious man please,it,1,model,single,model,media
 jenny4you,33.0,buying and selling,single,female,Right Im Single married would glad encounter man high calibergood attitudeself respect ambitiona man knows wants know get understanding sincere way relationship would smootherI would like man love respect I likes hold hand surprize little kiss I least expect give wink across room let know thinking give call let know thinking Because I,tl,1,buying and selling,single,buying and selling,trade
 jennybab12,48.0,student,single,female,Well Im outgoing fun loving loves good time around Im looking good looking funny guy I fun share interests,nl,1,student,single,student,education
 Jennycares00001,24.0,sales,single,female,All friends always tell Im kind sensitive wellbread easygoing person Also Im optimistic I believe good fortune sayIf werent hope heart would broke Im singleminded woman opinion truth quality every person master,tl,1,sales,single,sale,office
 jennylove,26.0,student,single,female,I nice well looking easy going girl good character I looking soul mate,nl,1,student,single,student,education
 jennyme,26.0,student,single,female,easy going fun hard working like reading traveling going beach cooking watching move,nl,1,student,single,student,education
 Jeremyryan,42.0,military,widowed,male,I fun good looking guy looking fun good looking girl No drama games fun pleasure serious relationshipdem easy going Im type boy loves getting dressed go dinner dancing,tl,1,military,widowed,military,military
 jerome,62.0,Contractor,single,male,My Name Is Jerome SilverI From Englandan International Contractor In Oil Servicing drillage I Love Making Good Friends sharing ideas Good peopleI romanticcaringtolerancemaking people happy,es,1,contractor,single,contractor,construction
 jeromeste12,53.0,engineer,divorced,male,simple man nature I believe trials always best leave rest God,nl,1,engineer,divorced,engineer,engineer
 jeroncarter,56.0,business man,widowed,male,Am jeron carter united states America registered site looking dream woman spend rest life witham importer exporter general goods across globe,en,1,business man,widowed,business man,self employed
 Jerrod,46.0,construction engineering,single,male,Im active outgoing love create fun bit wild side surfaces Im comfortable Pretty much anything goes outdoors around water Love surf stand paddling hike bike tennis lacrosse sail swim especially surf Enjoy movies theater reading bed I hopeless romanticlove full moons sunsets walking barefoot sand holding hands romantic dinners restaurant home cooking together cuddling candlesand deep passionate kisses Im little picky partner faithful loyal true choice made Im searching someone attractive honest sense humor caring nonjudgemental great sense style Chemistry important,en,1,construction engineering,single,construction engineering,construction
 Jerrydamor,42.0,military,single,male,Single looking true love dont lie dont cheat dont play head games know treat women looking one shear life go DINNER MOVIE SHOPPING times cook home candle light diner two sit fireplace wash Movie popcorn I honest outgoing loving man seeking one fun open loving woman great relationship If interested unusual If want meet someone real complicated complex yet relatively low maintenance Youre interested hearing stuff didnt know existed You want drinks meaningful conversation You think Im cute interesting dont hesitate message,tl,1,military,single,military,military
 jerryhappyandsmile1,45.0,construction,widowed,male,single looking honest woman 1 daughter want happy Am looking forward meeting special woman I would like kind attentive caring reliable wellmannered man good sense humorhe serious intentions find right woman create happy family I would like appreciate appearance inside world well also goaloriented selfestablished greedy narrowminded know treat woman love children I like woman honest humble loyal loving caring easily going Trust worth Dependable respectful Open minded A man always bad timesand good time,fr,1,construction,widowed,construction,construction
 jerryloverman,54.0,self employ,widowed,male,I DREAM OF MEETING THAT VERY SPECIAL FEMALE COMPANION WHO KNOWS AND UNDERSTANDS THAT A TRUE AND WONDERFULLY GREAT RELATIONSHIP REALLY AND TRUELY DOES TRAVEL ON A GRAVEL ROAD A ROAD THAT WE CAN WALK DOWN TOGETHER ON IN HARMONY I HONESTLY HOPE THAT I CAN FIND THAT VERY SPECIAL LADY A VERY CLOSE AND SINCERE FRIENDSHIP IS SIMPLY ALL I AM LOOKING FOR,es,1,self employed,widowed,self employed,self employed
 jerrymix,59.0,student,divorced,male,I great positive energy love important I feel strongly enriching peoples lives value return You go around I want make every day count I would enjoy special someone side enjoy life offer together Im super active love outdoors equally enjoy cooking wonderful meal together hanging watching nice movie cuddled great bottle wine I like hike love ski boat outdoorsy things partner Im creative artistic My interests listen music photography wine concerts lots concerts dining going sporting events going wine trips I think kissing Olympic event Im fun fit funny I put people ease around I make laugh Ive learned sweat small stuff saying goes But I also pride educated emotionally open available honest stable successful welldressed I enjoy finer things Im stylish I like think Im sophisticated downtoearth playful even silly sometimes I enjoy partner appreciate possess qualities well I always strong work ethic solid career 30years Im good man big heart Im honest reliable Swiss watch Im great friend good listener communicator want enjoy life fullest extent possible right partner complete,nl,1,student,divorced,student,education
 Jerry_p,49.0,Building Contractor,divorced,male,I sweet thoughtful kind great sense humor I easy going laid back I often told I easy talk I angry person I interested someone Having past events shape life one thing carrying past burden sits heavily upon shoulders way I view life I happy life I like think shows I wonderful Son I would best someone isnt extremely uptight unless course willing learn let things go I love try new things laugh I fail miserably I dont give easily many things Ive yet try Please love laugh fun better laughing hard stomach hurts,en,1,building contractor,divorced,building contractor,construction
 jesse,51.0,self employed,widowed,male,Loving God fearing Humble reliablegreat lover Caring motivator younger ones I give best make people happy I make way seems way words motivation I gentle trustworthy,en,1,self employed,widowed,self employed,self employed
 Jessica453,31.0,self employed,single,female,My real name Jessica Davidi 31years single kid I 54 135lbswith athletic build mentally stable physically fit bunch laughs warm caring honest good listening God Fearing positive personI real easy person talk good listener I love play golf I enjoy chilling friendfamily I like going movies watching movies room I like swimming fishing listening music dance kind music traveling going bowling also good cookI family oriented person There brown hair brown eye,en,1,self employed,single,self employed,self employed
 Jessica591,33.0,self employed,single,female,Am single searching guy ready treat good A guy I serious relationship jessica,en,1,self employed,single,self employed,self employed
 Jessica78,33.0,Militry,single,female,Am Jessica name divorce husband years ago meet new friends possible meet soul mate,en,1,militry,single,militry,military
 jessica959,29.0,Hairstylist,single,female,My personality type tends toward Im outgoing people would often describe energetic loving caring extremely emotional bubbly understanding supportive caring warm passionate loving easy going earth I would like meet someone special I grow old always look others eyes know love us wonderful exciting day met,fi,1,hairstylist,single,hairstylist,media
 Jessicababy,38.0,military,single,female,tell later tell later tell later tell later tell later tell later tell later tell later tell later,tl,1,military,single,military,military
 jessicaxx,31.0,self employed,single,female,Im fun caring loving anything im looking great relationship could turn long term relationship casual relationship pretty much anything message want know,en,1,self employed,single,self employed,self employed
 jessicca246,31.0,military,single,female,simple nature always humble,tl,1,military,single,military,military
 Jessie124,27.0,stylist,single,female,jessie name looking nice one share love one good nice im cool hearted girl seeking caring calm lover,fi,1,stylist,single,stylist,media
 jessijeni56,41.0,Military,single,female,I supportive caring loyal tolerant characters humble honest understanding truthful Im passionate physical person would want mate deeply romantic optimistic hopeful wise smart,tr,1,military,single,military,military
 Jesslia,29.0,self employed,single,female,Im tired alone feeling alone pushed away looking find someone special spend time Looking find someone honest decent hard working Looking find one also looking make new friends see leads I shy I first meet someone I soon come shell u see cheeky side love make people laugh smile,en,1,self employed,single,self employed,self employed
 jessy0987,25.0,banker,single,female,good looking girl looking good relationship good person love like,da,1,banker,single,banker,finance
 Jeymsinto,54.0,Marine engineer,divorced,male,Am simple unique among men I like good conversation I like try new things,nl,1,marine engineer,divorced,marine engineer,engineer
 Jhnn,50.0,business,divorced,male,I enjoy exercising daily either involves weight training aerobics I think important exercise eating healthy meals I enjoy romantic music slow dancing well fast dancinglol I prefer romantic attractive affectionate woman I believe romance important part relationship I enjoy woman confident afraid express diplomatic way I think important two people want thing relationship I believe discussed communicated clearly two people first meet I believe wasting time persons time life short I believe person allowed free give best others mutual benefit I like controlling women communicate well agendas excessive previous baggage I like women I good conversation communicate mutually beneficial way,en,1,business,divorced,business,self employed
 jhnnf,45.0,self employed,divorced,male,honestlooking earth woman love care,en,1,self employed,divorced,self employed,self employed
 Jillmoore,31.0,modelling,single,female,Im Jillian Brazilian living New York,da,1,modelling,single,modelling,media
 Jillsweet,30.0,Beautician,single,female,I consider energetic open sociable person I like communicate different people I goaloriented I always know I want I set goals everything achieve Honesty trust respect essential relationship different people I expect people treat way treated I fair generous sympathetic woman I gentle affectionate man I would also say I sensitive kind creative person I active person I always action I enjoy spending time friends I see strong man side responsible man afraid difficulties It important future husband strong life position desire grow develop personally professionally It would also essential open making compromises I need real man appreciates woman knows make happy,ro,1,beautician,single,beautician,service
