username,age,occupation,status,gender,filtered sentence,Language,y,translated_occupation
Sergio4524,47,ingeniero,single,male,hispanic Straight Other nonsmoker never Romance Serious Relationship Marriage,af,0,engineer
Sergio61,61,Ingeniero agronomo,widowed,female,mixed Straight Other nonsmoker occasional drinker Serious Relationship,it,0,Agricultural engineer
Sergioba,28,engineer,single,male,hispanic Straight Christian social smoker social drinker Fun Friendship Romance Serious Relationship,nl,0,engineer
sergiog39,40,autónomo,single,male,white Straight Atheist nonsmoker occasional drinker Serious Relationship,pt,0,autonomous
SergioJimenez,28,Oficial de seguridad,single,male,hispanic Straight Other nonsmoker occasional drinker Serious Relationship,pt,0,Security officer
Sergiokoszinski,33,Albañil,single,male,white Straight Christian nonsmoker never Friendship,es,0,albanil
Sergioyosisimar,31,Independiente,single,male,hispanic Straight Christian nonsmoker never Serious Relationship,nl,0,Independent
Serjen,31,Self employed,single,male,asian Straight Muslim light smoker never Friendship Romance,en,0,Self employed
Seven87,42,Construction,single,male,black Straight Other social smoker social drinker Fun Friendship Romance,en,0,Construction
Sevilla83,39,Arquitecto,separated,male,white Straight Atheist nonsmoker social drinker Fun Friendship,fr,0,Architect
Seydel,50,Profesora,separated,female,mixed Straight Christian nonsmoker never Romance,en,0,Profesora
Seydi,51,Maestra,single,female,mixed Straight Christian nonsmoker occasional drinker Friendship,cy,0,Teacher
sfcarp59,61,retired,single,male,white Straight Spiritual light smoker occasional drinker Friendship Romance Serious Relationship,da,0,retired
SG123,42,CEO,separated,male,white Straight Jewish nonsmoker social drinker Fun Friendship Romance,en,0,CEO
SGD101,47,Disabled,divorced,male,white Straight Christian light smoker occasional drinker Fun Friendship Romance Serious Relationship Marriage,tl,0,Disabled
Shadowpr,36,Estudio,single,male,hispanic Straight Other social smoker social drinker Fun Friendship Romance Serious Relationship,es,0,Study
shahid,41,informatica,single,male,white Straight Muslim nonsmoker never Friendship,en,0,informatica
Shahzad,29,Social worker,single,male,middle eastern Bisexual Muslim nonsmoker social drinker Marriage,en,0,Social worker
shakil,42,business,single,male,asian Straight Muslim nonsmoker never Marriage,en,0,business
Shakti,45,Counselor,divorced,female,hispanic Straight Other nonsmoker occasional drinker Friendship Romance,en,0,Counselor
Shani,29,Student,single,male,asian Straight Christian nonsmoker never Serious Relationship,de,0,Student
shara818,32,Teacher,divorced,female,white Straight Christian nonsmoker never Serious Relationship Marriage,de,0,Teacher
Sharkiss,55,Truck driver,single,male,white Straight Christian social smoker occasional drinker Friendship Romance Serious Relationship Marriage,sv,0,Truck driver
Sharo,56,Dietary aide,divorced,female,hispanic Straight Other nonsmoker never Serious Relationship Marriage,af,0,Dietary aide
Shatal1,27,Estudiante,single,female,hispanic Straight Other nonsmoker occasional drinker Serious Relationship,es,0,Student
Shawn777,28,Student,single,male,white Straight Other nonsmoker never Friendship,de,0,Student
Shawnta66,44,Courier,divorced,female,black Straight Jewish nonsmoker occasional drinker Fun Friendship Romance Serious Relationship Marriage,fr,0,Courier
Sheilagh,60,Chef,divorced,female,white Straight Other light smoker social drinker Romance,cy,0,Chef
Shell7777,59,secretary,divorced,female,mixed Straight Christian light smoker occasional drinker Romance,en,0,secretary
Shelsid,39,Contadora,single,female,white Straight Other nonsmoker social drinker Serious Relationship,pt,0,accountant
Shi36,38,Teacher,single,female,black Straight Other nonsmoker social drinker Serious Relationship,de,0,Teacher
shick,31,Accountant,single,male,black Straight Christian social smoker social drinker Friendship Romance Serious Relationship Marriage,en,0,Accountant
shironda,44,Social Worker,divorced,female,white Bisexual Spiritual nonsmoker social drinker Fun Friendship Romance Serious Relationship Marriage,en,0,Social Worker
Shiva,52,Contratista,single,male,white Straight Hindu social smoker social drinker Serious Relationship,it,0,Contractor
shunaxhi76,46,contador publico,single,male,hispanic Straight Christian nonsmoker social drinker Friendship Romance Serious Relationship,es,0,Certified Public Accountant
Shuraqiu75,47,Ingeniero,single,male,hispanic Straight Christian nonsmoker occasional drinker Friendship Serious Relationship,af,0,Engineer
Shyster,45,self employed,in relationship,male,white Straight Spiritual nonsmoker heavy drinker Fun,en,0,self employed
siames01,46,Empresario,married,male,hispanic Straight Spiritual light smoker never Friendship,pt,0,Entrepreneur
Sig,50,Engineer,divorced,male,asian Straight Christian nonsmoker social drinker Serious Relationship,af,0,Engineer
Sil2020,52,comercio,separated,female,white Straight Christian nonsmoker social drinker Friendship Romance Serious Relationship,pt,0,trade
silbastan123,60,MD,separated,male,middle eastern Straight Other nonsmoker social drinker Friendship,sw,0,MD
Silv,52,Administración,widowed,female,hispanic Straight Christian social smoker social drinker Serious Relationship,es,0,administration
silvers,29,Economista,single,male,white Straight Other nonsmoker occasional drinker Serious Relationship,es,0,Economist
Silverwolf1,67,Retired,divorced,male,white Straight Christian nonsmoker occasional drinker Serious Relationship Marriage,tr,0,Retired
Silvestre1,53,Administracion,single,male,white Straight Spiritual nonsmoker never Marriage,pt,0,Management
Silvina1,41,Abogado,single,female,hispanic Straight Christian nonsmoker never Friendship,so,0,lawyer
Silvio46,47,Comercio,single,male,hispanic Straight Other nonsmoker occasional drinker Serious Relationship,pt,0,Trade
Silvon,48,Empresaria,divorced,female,hispanic Straight Other nonsmoker never Friendship,ca,0,businesswoman
Simas,56,manager,divorced,male,white Straight Christian social smoker social drinker Fun Friendship Romance Serious Relationship Marriage,tl,0,manager
simon1584,38,Comerciante,single,male,white Straight Christian light smoker never Friendship Romance Serious Relationship,it,0,Merchant
Simpatica,32,Profesora,divorced,female,hispanic Straight Spiritual nonsmoker never Friendship Romance Serious Relationship,en,0,Profesora
Simpolee,32,Software Engineer,single,male,black Straight Christian nonsmoker social drinker Serious Relationship,en,0,Software Engineer
Sina,44,Estudiante,divorced,female,white Straight Muslim nonsmoker never Friendship,es,0,Student
Sinaireg,26,Psicóloga,single,female,hispanic Straight Other nonsmoker never Serious Relationship,es,0,Psychologist
sinbad20,66,retired,divorced,male,middle eastern Straight Other light smoker social drinker Friendship Romance Serious Relationship Marriage,da,0,retired
SincerLy,68,Retired,widowed,female,white Straight Christian nonsmoker social drinker Fun Friendship Romance Serious Relationship Marriage,da,0,Retired
Sine99,23,Student,single,female,black Straight Christian nonsmoker occasional drinker Fun Friendship Romance Serious Relationship,de,0,Student
Singlelove14,19,Student,single,female,middle eastern Straight Other nonsmoker never Fun Romance Serious Relationship,de,0,Student
Sirconvy,38,Docente,single,male,hispanic Straight Christian social smoker occasional drinker Friendship Romance,it,0,teacher
sisibel,43,ventas,single,female,black Straight Christian nonsmoker occasional drinker Serious Relationship,lt,0,sales
sita32172,50,Nurse,widowed,female,white Straight Spiritual nonsmoker occasional drinker Friendship Romance Serious Relationship Marriage,fr,0,Nurse
SJ2306,43,Clerk,single,female,mixed Straight Christian nonsmoker occasional drinker Friendship Serious Relationship,no,0,Clerk
SK4444,47,Psicóloga,divorced,female,white Straight Jewish nonsmoker occasional drinker Friendship,es,0,Psychologist
Skampercat,40,Security,single,female,mixed Straight Other nonsmoker social drinker Serious Relationship,en,0,Security
Skengdon,52,Self employed,single,male,black Straight Christian nonsmoker occasional drinker Fun Friendship Romance Serious Relationship Marriage,en,0,Self employed
Skrlos,37,Cook,single,male,hispanic Straight Other nonsmoker social drinker Friendship Serious Relationship,nl,0,Cook
Sks2019,35,Bank,in relationship,female,white Straight Christian nonsmoker social drinker Friendship Serious Relationship Marriage,so,0,Bank
Sky121,20,Student,single,female,black Bisexual Spiritual nonsmoker social drinker Fun Friendship Romance,de,0,Student
SleepySova,26,Barista,single,male,hispanic Straight Other nonsmoker social drinker Fun Romance Serious Relationship,id,0,Barista
Slimster,53,Teacher,widowed,female,white Straight Christian nonsmoker occasional drinker Romance,de,0,Teacher
Slumarican,42,Self employed,single,male,white Straight Atheist chain smoker occasional drinker Fun Friendship Romance,en,0,Self employed
SMA2201,59,Ingeniera civil,divorced,female,hispanic Straight Christian nonsmoker social drinker Friendship,it,0,Civil engineering
smachore,25,Propio,single,female,black Straight Other nonsmoker social drinker Fun,pl,0,own
Smalls1971,51,Truck Driver,single,male,white Straight Other light smoker social drinker Serious Relationship,de,0,Truck Driver
smaricela09,52,Abogada,divorced,female,hispanic Straight Spiritual nonsmoker social drinker Friendship Romance Serious Relationship,so,0,A lawyer
Smaxxs01,42,Cowboy,single,male,white Straight Christian light smoker occasional drinker Fun Friendship Romance,en,0,Cowboy
Smiley,63,chef,divorced,male,white Straight Atheist nonsmoker social drinker Serious Relationship,cy,0,chef
Smili11,57,Sales,divorced,female,white Straight Other nonsmoker social drinker Friendship,fr,0,Sales
SnakemCr,29,Electricidad,single,male,white Straight Atheist social smoker social drinker Fun Friendship,es,0,Electricity
snapon,44,mecanico,divorced,male,hispanic Straight Spiritual light smoker never Serious Relationship,es,0,mechanic
snaselo1978,44,Ingeniero agronomo,divorced,male,white Straight Christian nonsmoker social drinker Friendship,it,0,Agricultural engineer
sney,37,administrador,single,male,hispanic Straight Other nonsmoker social drinker Friendship,pt,0,administrator
sneyder,35,Accountant,single,male,hispanic Straight Christian nonsmoker occasional drinker Romance Serious Relationship Marriage,en,0,Accountant
Socram,31,Contador,single,male,hispanic Straight Christian social smoker occasional drinker Serious Relationship,pt,0,Contador
soed,42,ingeniero,separated,male,hispanic Straight Other nonsmoker occasional drinker Romance Serious Relationship,af,0,engineer
Sofi13,32,Oficina,single,female,hispanic Straight Christian light smoker occasional drinker Romance,it,0,Office
Sofia63,64,Retirada,single,female,hispanic Straight Christian nonsmoker social drinker Friendship,tr,0,withdrawal
SofiaL,32,Ingeniera,single,female,hispanic Straight Christian nonsmoker occasional drinker Romance,af,0,engineer
SofiaL0,32,Ingeniera,single,female,hispanic Straight Christian nonsmoker occasional drinker Serious Relationship Marriage,de,0,engineer
SofiaLpv2805,41,Independiente,single,female,hispanic Straight Christian nonsmoker never Friendship,nl,0,Independent
SoldelMar,36,Periodista,single,female,hispanic Straight Other nonsmoker social drinker Friendship Romance Serious Relationship,es,0,Journalist
Soledad1111,56,Nurse,divorced,female,white Straight Other nonsmoker never Friendship,fr,0,Nurse
Soledad1956,66,Retirada,divorced,female,hispanic Straight Other nonsmoker never Serious Relationship,pt,0,withdrawal
Soledad97,24,Estudiante,single,female,hispanic Straight Other nonsmoker never Friendship,es,0,Student
Solis,27,Estudio,single,male,hispanic Straight Other nonsmoker never Fun Friendship Romance,es,0,Study
Solitario26,49,Carpintero,separated,male,hispanic Straight Other nonsmoker never Friendship,it,0,Carpenter
Solstron,29,Agente de ventas,single,male,white Straight Spiritual nonsmoker social drinker Romance,nl,0,sales agent
Soltero1804,48,Comerciante,single,male,hispanic Straight Christian nonsmoker never Romance Serious Relationship,it,0,Merchant
SombraNegra,85,Topografo,single,male,hispanic Straight Other nonsmoker social drinker Friendship Serious Relationship Marriage,hr,0,Surveyor
Sonia1,54,Profesora,widowed,female,hispanic Straight Spiritual nonsmoker social drinker Friendship Romance Serious Relationship,en,0,Profesora
Soniagarcia,45,Medico,single,female,hispanic Straight Christian nonsmoker occasional drinker Serious Relationship,es,0,Medico
Soniapaully,33,self employed,single,female,black Straight Christian nonsmoker social drinker Friendship Serious Relationship,en,0,self employed
Sonnie,45,Mechanic,married,male,hispanic Straight Christian nonsmoker social drinker Fun Friendship,de,0,Mechanic
Sonyrangel1,40,Ventas,single,female,hispanic Straight Christian nonsmoker occasional drinker Marriage,fi,0,Sales
SophiaEchanique,41,Administrativa,single,female,hispanic Straight Spiritual social smoker never Serious Relationship,lt,0,administrative
Sophya,33,Medico,single,female,white Bisexual Christian nonsmoker occasional drinker Romance Serious Relationship,es,0,Medico
Sorelly,32,Estilista,single,female,mixed Straight Christian nonsmoker never Romance,fi,0,Stylist
SorinRO,44,Management,single,male,white Straight Christian nonsmoker never Serious Relationship Marriage,nl,0,Management
Sosafutbol98,24,Digitador,single,male,white Straight Spiritual social smoker social drinker Friendship,pt,0,typist
soso2019,46,Student,single,male,mixed Straight Other nonsmoker never Fun Friendship Romance Serious Relationship Marriage,de,0,Student
soso_2019,35,PhD student,single,male,middle eastern Straight Other nonsmoker never Fun Friendship Romance Serious Relationship Marriage,nl,0,PhD student
Southernman4444,65,Retired,single,male,white Straight Christian light smoker social drinker Fun Friendship Romance Serious Relationship Marriage,da,0,Retired
Spaguetti0225,38,Almacenista,single,male,hispanic Straight Other nonsmoker occasional drinker Romance,ca,0,stockbroker
sparknaj,53,self employed,divorced,male,white Straight Christian social smoker social drinker Fun Romance Serious Relationship,en,0,self employed
Sparky1784,61,Consultant,divorced,male,white Straight Atheist nonsmoker social drinker Fun Friendship Romance,it,0,Consultant
spartack,40,Seguros,divorced,male,hispanic Straight Christian nonsmoker social drinker Serious Relationship,pt,0,insurance
spink666,30,diseñador grafico,single,male,hispanic Straight Other nonsmoker social drinker Friendship Romance,es,0,graphic designer
Spirit1985,36,Ingeniero,single,male,white Straight Atheist nonsmoker social drinker Friendship Serious Relationship,af,0,Engineer
Sponono,53,Teacher,divorced,female,black Straight Christian nonsmoker social drinker Serious Relationship,de,0,Teacher
Srvalentino1,35,Self employed,single,male,black Straight Other social smoker social drinker Friendship Romance Serious Relationship,en,0,Self employed
Stallion187,40,Retail,single,male,asian Straight Hindu social smoker occasional drinker Serious Relationship,fi,0,Retail
stan92270,62,company owner,widowed,male,white Straight Christian nonsmoker social drinker Romance Serious Relationship Marriage,en,0,company owner
StanHicks,52,Self employed,divorced,male,white Straight Christian light smoker never Fun Friendship Romance,en,0,Self employed
Stavros007,52,Lawyer,single,male,white Straight Christian nonsmoker never Fun Friendship Romance Serious Relationship Marriage,cy,0,Lawyer
Stb0716,63,Accounting,divorced,female,white Straight Christian nonsmoker social drinker Serious Relationship,en,0,Accounting
Stecia,67,Retired,single,female,white Straight Christian nonsmoker never Friendship Romance,tr,0,Retired
Steelguitarman,70,Retired,widowed,male,white Straight Christian nonsmoker occasional drinker Serious Relationship,tr,0,Retired
steelhammer68,54,Ingeniero,divorced,male,hispanic Straight Christian social smoker social drinker Serious Relationship,af,0,Engineer
Steever,40,Retail Manager,separated,male,mixed Straight Christian nonsmoker social drinker Friendship Romance Serious Relationship,id,0,Retail Manager
Steff9305,28,Estudiante de Derecho,single,female,hispanic Straight Spiritual nonsmoker occasional drinker Friendship Romance Serious Relationship,es,0,Law student
Steffa,29,Estética,single,female,hispanic Straight Other nonsmoker never Friendship Romance,pt,0,aesthetics
STEFI,19,Estudiante,single,female,hispanic Straight Christian nonsmoker never Friendship,es,0,Student
Stefy,37,Auxiliar administrativo,single,female,white Straight Other nonsmoker occasional drinker Romance,pt,0,Administrative Assistant
Steggy2869,53,unemployment,single,male,white Straight Spiritual light smoker occasional drinker Fun Friendship Romance,fr,0,unemployment
Stellacardona,44,Auxiliar de enfermería,single,male,hispanic Straight Other nonsmoker occasional drinker Friendship,es,0,nursing assistant
Stellare58,58,Self employed,widowed,female,asian Straight Other nonsmoker never Serious Relationship,en,0,Self employed
Stephania,33,Secretaria,separated,female,hispanic Straight Christian nonsmoker occasional drinker Friendship Romance Serious Relationship Marriage,ro,0,Secretary
Stephanie11,41,Social Worker,separated,female,white Straight Other light smoker occasional drinker Fun Friendship Romance,en,0,Social Worker
Stephen4321,74,Retired,divorced,male,white Straight Other light smoker social drinker Fun Friendship,tr,0,Retired
StephyGaGo,28,Student,single,female,hispanic Straight Spiritual nonsmoker social drinker Serious Relationship,de,0,Student
Stevan,27,Independiente,single,male,black Straight Spiritual nonsmoker never Romance,nl,0,Independent
SteveHunks2,31,Engineer,divorced,male,middle eastern Straight Christian nonsmoker never Serious Relationship Marriage,af,0,Engineer
Steven86,35,Tatuador,separated,male,hispanic Straight Spiritual nonsmoker occasional drinker Fun Friendship Romance,pt,0,tattoo artist
Stevengrox,32,Tecnico,single,male,hispanic Straight Christian social smoker social drinker Fun Romance Serious Relationship,es,0,Technician
Stevenmcc,56,Retired,divorced,male,white Straight Christian social smoker social drinker Friendship Romance Serious Relationship Marriage,en,0,Retired
Stevenstar,35,Entrepreneur,single,male,black Straight Christian nonsmoker never Romance Serious Relationship Marriage,fr,0,Entrepreneur
Stevieheart,63,Artist,single,male,black Straight Christian nonsmoker never Serious Relationship,de,0,Artist
Steviejohn,56,Welder,single,male,white Straight Christian light smoker never Fun Romance,de,0,Welder
stfy,23,Secretaria,single,female,hispanic Straight Christian nonsmoker never Friendship,ro,0,Secretary
Stivencop,30,Entrenador,single,male,white Straight Atheist nonsmoker occasional drinker Fun Friendship Romance Serious Relationship,es,0,Coach
stormy1200,41,turismo,single,male,hispanic Straight Other nonsmoker social drinker Friendship Serious Relationship Marriage,lt,0,turismo
stranger,29,ingeniero,single,male,hispanic Straight Christian nonsmoker never Friendship Romance,af,0,engineer
Strawberrysunday,41,Chef,single,female,white Straight Spiritual nonsmoker occasional drinker Serious Relationship,cy,0,Chef
Strd,61,Negocio,divorced,female,mixed Straight Christian nonsmoker social drinker Serious Relationship,pl,0,Business
Stuar11,35,Asistente de pacientes,single,male,hispanic Straight Christian nonsmoker never Friendship Serious Relationship Marriage,es,0,patient assistant
stunner,45,technician,single,male,white Straight Other chain smoker social drinker Fun Friendship Romance,en,0,technician
sudheesh,38,Manager,single,male,white Straight Hindu nonsmoker never Friendship Romance,tl,0,Manager
Sugey74,47,Administración,single,female,hispanic Straight Christian nonsmoker social drinker Friendship Romance Serious Relationship,es,0,administration
Sugh,27,Sports,single,male,asian Straight Other nonsmoker never Friendship,en,0,Sports
Sumalay,54,Independiente,separated,female,white Straight Christian nonsmoker never Serious Relationship,nl,0,Independent
Sunday10,52,Empresario,single,male,white Straight Christian nonsmoker social drinker Fun Friendship Romance Serious Relationship,pt,0,Entrepreneur
suneil,58,Tourist Guide,divorced,male,asian Straight Hindu nonsmoker occasional drinker Friendship,fr,0,Tourist Guide
Sunf,41,Mecanico,separated,male,hispanic Straight Christian nonsmoker social drinker Fun Friendship Romance,es,0,Mechanic
Sunset,53,Education,single,female,white Straight Christian social smoker social drinker Serious Relationship,en,0,Education
Sunset123,51,Admin,divorced,female,hispanic Straight Christian nonsmoker occasional drinker Friendship Romance,lt,0,Admin
Sunsetca,52,Medicine,divorced,female,white Straight Jewish nonsmoker social drinker Romance Serious Relationship Marriage,it,0,Medicine
Sunshine22,49,Bus driver,divorced,female,white Straight Spiritual light smoker never Serious Relationship,da,0,Bus driver
SunshineSugarBear,40,Healthcare,single,female,white Straight Other light smoker occasional drinker Fun Friendship Romance Serious Relationship Marriage,en,0,Healthcare
Sunshinetn,46,Customer Service,separated,female,white Straight Christian nonsmoker social drinker Friendship,en,0,Customer Service
SuperAnn,43,Education,single,female,asian Straight Buddhist nonsmoker social drinker Serious Relationship Marriage,en,0,Education
SUPERMEGACRISS,40,Docente,single,male,hispanic Straight Christian nonsmoker occasional drinker Serious Relationship Marriage,it,0,teacher
Supo,53,Constructor,divorced,male,white Straight Other nonsmoker occasional drinker Friendship,ro,0,Constructor
Susallana,45,Abogada,divorced,female,hispanic Straight Other social smoker social drinker Romance Serious Relationship,so,0,A lawyer
Suzy60,62,Teacher,divorced,female,white Straight Spiritual social smoker occasional drinker Friendship,de,0,Teacher
SvetSilva,66,pensionada,widowed,female,white Straight Spiritual nonsmoker never Fun Romance Serious Relationship,pt,0,pensionada
SweetAngel,49,Business Administration,single,female,hispanic Straight Christian nonsmoker social drinker Serious Relationship Marriage,en,0,Business Administration
sweetdaddy,48,Supervisor,single,male,black Straight Other nonsmoker social drinker Friendship Romance Serious Relationship,it,0,Supervisor
sweetie123,46,Clerk,single,female,asian Bisexual Other nonsmoker never Fun Friendship Romance,no,0,Clerk
SweetP,39,Independiente,separated,female,hispanic Straight Christian nonsmoker occasional drinker Friendship,nl,0,Independent
Sweetpea10201,59,Administration,widowed,female,white Straight Spiritual nonsmoker social drinker Fun Friendship Romance Serious Relationship,en,0,Administration
Sweetsol,54,Docente,separated,female,native american Straight Spiritual nonsmoker never Serious Relationship,it,0,teacher
sweety101,27,student,single,female,black Straight Atheist nonsmoker never Fun Friendship,nl,0,student
Symadon,37,Business Administrator,single,male,white Bisexual Christian social smoker never Fun Romance Serious Relationship,en,0,Business Administrator
Symone,44,Maestra,single,female,hispanic Straight Other social smoker social drinker Friendship Romance,cy,0,Teacher
Syphax,53,Security,divorced,male,mixed Straight Muslim light smoker social drinker Friendship Romance,en,0,Security
SySam,41,IT,separated,male,asian Straight Other social smoker never Fun Friendship,id,0,IT
T0ggl3,50,self employed,single,male,white Straight Other social smoker social drinker Fun Friendship Serious Relationship,en,0,self employed
Tabata,55,Jubilada,single,female,hispanic Straight Other nonsmoker never Friendship Romance,so,0,retired
Tabo,27,Universidad,single,male,hispanic Straight Atheist light smoker occasional drinker Friendship Romance,pt,0,Universidad
Tacketttown,51,Mechanic,separated,male,white Straight Christian social smoker never Friendship Romance Serious Relationship,de,0,Mechanic
tacoz,41,sales,single,male,mixed Straight Other social smoker social drinker Friendship Romance Serious Relationship Marriage,tl,0,sales
Tadel,46,Office worker,single,female,asian Straight Christian nonsmoker never Friendship,en,0,Office worker
tailor66,69,sastre,separated,male,hispanic Straight Spiritual nonsmoker occasional drinker Romance,lv,0,tailor
Talia,34,estudiante,single,female,hispanic Straight Christian nonsmoker never Friendship,es,0,student
talor,38,medico,single,male,hispanic Straight Christian nonsmoker never Romance Serious Relationship Marriage,it,0,medico
Tamara20,43,Asistente de oficina,single,female,hispanic Straight Christian nonsmoker occasional drinker Serious Relationship Marriage,pt,0,Office assistant
Tammy1974,48,Auxiliar de enfermería,divorced,female,white Straight Other social smoker social drinker Friendship Romance Serious Relationship,es,0,nursing assistant
Tammy603,47,Retired nurse,widowed,female,white Straight Christian social smoker social drinker Fun Friendship Romance Serious Relationship Marriage,en,0,Retired nurse
Tanea,51,economist,widowed,female,white Straight Christian light smoker social drinker Romance,it,0,economist
taniaelizabeth67,55,Comerciante,widowed,female,white Straight Christian light smoker occasional drinker Friendship Serious Relationship,it,0,Merchant
Tannia01,34,Administrador,divorced,female,hispanic Straight Other nonsmoker social drinker Friendship,pt,0,Administrator
Tarkan,56,Architect,divorced,male,white Straight Other nonsmoker occasional drinker Serious Relationship,en,0,Architect
Tarum,35,Informatico,single,male,white Straight Other nonsmoker never Friendship,en,0,Informatico
Tasko,40,Unemployed,single,male,black Straight Christian social smoker social drinker Romance Serious Relationship,en,0,Unemployed
Tataiana,36,Asistente dental,single,female,hispanic Straight Other nonsmoker occasional drinker Serious Relationship,es,0,Dental assistant
Tatan,34,Musician,single,male,hispanic Straight Atheist nonsmoker occasional drinker Serious Relationship,ca,0,Musician
Tati5,47,Independiente,single,female,native american Straight Christian nonsmoker occasional drinker Serious Relationship,nl,0,Independent
Tati77,34,Independiente,single,female,hispanic Straight Spiritual nonsmoker social drinker Serious Relationship,nl,0,Independent
Tatiana35,38,Esteticista,separated,female,hispanic Straight Other nonsmoker never Serious Relationship,pt,0,Beautician
TATIANAPM,38,Arquitecta,separated,female,white Straight Christian nonsmoker never Friendship,ca,0,architect
Tatiana_Djan,39,Entrepreneur,divorced,female,white Straight Christian social smoker social drinker Romance Serious Relationship Marriage,fr,0,Entrepreneur
Tatica29,36,Farmaceutica,separated,female,white Straight Spiritual nonsmoker occasional drinker Friendship,ro,0,Pharmaceutical
Tatihermosa,29,Enfermera,single,female,hispanic Straight Other nonsmoker occasional drinker Serious Relationship,ca,0,Nurse
Tattedupgodess,48,Manager,single,female,hispanic Straight Other nonsmoker social drinker Fun Friendship Romance Serious Relationship,tl,0,Manager
Tattos12345,37,Independiente,single,male,white Straight Other nonsmoker never Serious Relationship,nl,0,Independent
TauroS,41,Secretaria,divorced,female,hispanic Straight Other nonsmoker social drinker Serious Relationship,ro,0,Secretary
Tayrongijon,38,Operario,single,male,white Straight Other nonsmoker never Fun Friendship Romance Serious Relationship Marriage,it,0,Factory worker
TC_1410,49,Manager,divorced,male,white Straight Other nonsmoker social drinker Friendship Romance,tl,0,Manager
teamomucho2021,61,Salud Mental,divorced,male,hispanic Straight Spiritual nonsmoker occasional drinker Serious Relationship,ca,0,Mental health
tebyc95,27,dentista,single,male,white Bisexual Christian nonsmoker never Fun Friendship Romance,es,0,dentist
Tekita,42,Trabajo independiente,separated,female,hispanic Straight Other nonsmoker social drinker Friendship Serious Relationship,es,0,Independent work
Teknosak,48,Técnico,divorced,male,hispanic Straight Christian nonsmoker never Friendship Serious Relationship,pt,0,Technician
Telcans,46,Cocinero,separated,male,hispanic Straight Christian nonsmoker occasional drinker Friendship,es,0,Cook
Telmin,54,Agrónomo,divorced,male,hispanic Straight Christian social smoker never Romance Serious Relationship Marriage,pt,0,Agronomist
TenMan10,41,STUDENT,single,male,black Straight Christian chain smoker social drinker Fun Friendship,de,0,STUDENT
Tensue200,39,Construction,single,female,black Straight Christian nonsmoker social drinker Marriage,en,0,Construction
Teo68,54,Restaurant,divorced,male,white Straight Spiritual light smoker never Romance Serious Relationship Marriage,ca,0,Restaurant
Tereasak55,67,retired,widowed,female,white Straight Spiritual nonsmoker social drinker Serious Relationship,da,0,retired
TerenceC,39,Driver,single,male,white Straight Christian nonsmoker occasional drinker Friendship,no,0,Driver
Teresa1,46,Enfermera,separated,female,hispanic Straight Other nonsmoker never Serious Relationship,ca,0,Nurse
Terius,45,Diseñador grafico,separated,male,hispanic Straight Christian social smoker social drinker Fun Friendship Romance Serious Relationship Marriage,es,0,Graphic designer
Terrazas07,44,Construcción,separated,male,hispanic Straight Other nonsmoker occasional drinker Serious Relationship,es,0,Building
TetianaM,31,Medical doctor,single,female,white Straight Christian nonsmoker social drinker Serious Relationship Marriage,es,0,Medical doctor
Tetyana12,48,Pharmacist,divorced,female,white Straight Christian nonsmoker never Marriage,en,0,Pharmacist
Thaireliz,21,Estudiante,single,female,mixed Straight Other nonsmoker never Friendship Marriage,es,0,Student
Thaison,28,Ingeniero,single,male,white Straight Christian nonsmoker never Fun Romance,af,0,Engineer
themann,36,Engineer,single,male,white Straight Christian nonsmoker social drinker Fun Friendship Romance,af,0,Engineer
Themba,44,Truckdriver,single,male,black Straight Other light smoker occasional drinker Serious Relationship,sv,0,Truckdriver
Theodore,28,Medicine,single,male,black Straight Muslim nonsmoker social drinker Serious Relationship,it,0,Medicine
TheOne5071,51,Truck Driver,in relationship,male,white Straight Spiritual light smoker social drinker Fun Friendship Romance,de,0,Truck Driver
Therese,39,Nurse,divorced,female,asian Straight Christian social smoker social drinker Fun Friendship,fr,0,Nurse
TheSteve,51,Machinist,divorced,male,white Straight Christian light smoker social drinker Fun Friendship Romance,de,0,Machinist
Thetruth,48,Business,divorced,male,black Straight Christian nonsmoker occasional drinker Friendship,de,0,Business
Thiagoooo,30,Estudiante,single,male,hispanic Straight Christian nonsmoker occasional drinker Friendship,es,0,Student
thom55,80,retired,divorced,male,white Straight Other nonsmoker social drinker Fun Friendship Romance,da,0,retired
Thomas1966,56,abogado,divorced,male,white Straight Other light smoker never Romance Marriage,so,0,attorney
Thomasq,42,Autonomo,separated,male,hispanic Straight Other social smoker occasional drinker Serious Relationship,it,0,Autonomous
thomasquinteros,39,administrativo,single,male,white Homosexual Christian nonsmoker never Romance Serious Relationship Marriage,pt,0,administrative
ThomasSantos93,29,Fedex,single,male,asian Straight Other nonsmoker never Fun Friendship,de,0,Fedex
Thonny7,34,Electricista,single,male,hispanic Straight Other nonsmoker social drinker Fun Friendship Romance Serious Relationship Marriage,ca,0,Electrician
Thottey,46,Caregiver,divorced,male,asian Straight Other social smoker occasional drinker Friendship Romance Serious Relationship Marriage,it,0,Caregiver
Thulz,24,Student,single,female,black Bisexual Christian nonsmoker occasional drinker Fun Friendship Romance Serious Relationship,de,0,Student
Thumpazine47,48,Enfermero,single,male,hispanic Straight Christian nonsmoker social drinker Romance Serious Relationship,es,0,Male nurse
