username,age,occupation,status,gender,filtered sentence,y,translated_occupation
franklove2574,57,self employed,widow,male,I great sense humour independent optimistic fit love life friends family A social butterfly loves interacting people But also equally happy home good book I really enjoy watching Stormers Springok rugby gamesEnjoy hiking walking running go gym weather isnt great Love beach mountains enjoy glass white red wine great company I traveled extensively still many places Id like explore Ideally someone active enjoys balance life sincerity honesty hugely attractive A sense humour vital sure could handle otherwise Someone loves outdoors A lady optimistic Attraction chemistry essential,1,self employed
garrick99,57,Medical,widow,male,Passionate honest introverted warmhearted downtoearth Night owl Enjoy intense intelligent conversations dry sometimes offbeat often mischievous sense humor Reserved outside goth heart Music makes feel alive nature gives peace Special place heart books dogs In true Aquarian style I tend march beat drumI like play piano,1,Medical
gavell,57,self employed,divorced,male,I loving jovial earth man,1,self employed
gentleman003,57,Business,widow,male,Hi Life never borring years noticed life better lived two Am Stevenson Mariano young man 57 living alone wishing share rest life someone shares point view life borring lived alone I much share looking partner willing join hands breakthrough rest days together Am jovial simple sincere friendly I hate lies selfishness pride Simplicity rulf nowadays game simple make best remaining life time,1,Business
gootvel,57,Engineering,single,male,Im single man described closest funny thoughtful loyal sometimes hard working classy I high expectations give 100 I commit project Every day new adventure I wake morning smile I dedicated faithful one I love I like throw little imagination fantasy reality I feel helps spontaneity keeps things lively I enjoy going staying Im definitely go days I believe resilience independence curiosity spunk essential parts personality I family responsibilities My career involves gathering group people different race different faiths I understand care greatly I enjoy someone brings best I bring best Relationships US want something significant If ready incredible man think keep I definitely someone meet If consider intelligent nicelooking funny adventurous I looking I wantWell hmmmHonesty Faithfulness Chemistry If true chemistry rest fall placeOk It doesnt matter body type I dont care hair The winner heart always feel,1,Engineering
gudname,57,military,widow,male,I genuineloyalkind sincere person good sense humor I would like meet someone like minded willing fun I love traveling traveled extensivelyI like walking countryside sea I work part time local community hospital I enjoy working garden cooking crafts doorsLike watch sports Look forward hearing woman similar interests personality Also like cosy nights bottle wine cuddle sofa Enjoy entertaining well I quite years would like share another person,1,military
hello2bin,57,engineer,widow,male,Am man loves nature earth hard working honest caring romantic,1,engineer
jamesjose,57,contractor,widow,male,passionate romantic man afraid show affection public private I clean like seeing things people clean well,1,contractor
jamestim,57,self employed,single,male,I honest man looking honest woman spend rest life I man integrity I seek love loved thing mind I want feel warmth womans heart I love football though I cant play I big fan football I like go beach I dreams live seaside lover listen beautiful sea sound watch wave time also enjoy nature fullest,1,self employed
joellawrence,57,doctor,divorced,male,I AN Oceanography doctor marine policy specialist Am fun caring loving,1,doctor
Johnmichael111,57,Geologist,widow,male,Im simple man dynamic nature Im looking fr half need someone truly love love heart,1,Geologist
johnsilva,57,building contractor,divorced,male,I easy going laid back I often told I easy talk I angry person Being honest open important expect match feel way I game player I dont interest dating one I however make exceptions board game lovers,1,building contractor
johnterry59,57,military,widow,male,I would hate bore telling wonderful I attaching name bunch flattering adjectives I sure already found two hundred times profiles I believe words cheap actions speak louder voice bother start bad stuff I impulsive restless times I cry times like baby I watched stay way late often There something night time I find magic keeps working hanging aimlessly Can relate I little patience flakes fake people smile angry inside I never know keep sleeveIm earth honest polite considerate affectionateand caring person On time I like hang extreme sporting events like bmx bike racing cruising along coast enjoying scenario I love taking pictures wherever I go pictures capture memories I like memories reminds places Ive Other words I like cars hiking dining traveling cuddle home good movieWhen comes relationships important always respect person In ideal relationshipIt important people pitch make decisions together I always respect opinion Im open almost anything,1,military
Jwilliam58,57,Civil Engineering,widow,male,I like sharecommunicate develop strong bases pleasant actual life future All life I trying knock peoples souls words quotblablasquot I consider Love superior way friendship I learnt long ago taste depends ingredients emotions put insideI family valuesA warm friendly person always optimistic life Im considerate good manners Who serious humorous like see funny side thingsI quite intellectual definitely original funnyMy perception ideal relationship Thanks interest profile I dream finding one special love thought I would try way search itI lost faith women country lost good values found strong relationshipI much heart give ready I take care health heavy drinker I dont smoke Im sensual expressing mentally physically relationship important meUnlike many men I afraid comment beauty things overwhelmed emotion loveTo thats makes us human I love Looking trustworthy modest passionate amp compassionate woman Someone really wants honesty amp perception honesty A woman sincerely interested great communications lays foundation great relationship Not looking beautiful woman someone young If one compatible good intelligent sense humor amp selfSomeone needs confide day needs support anything Who loves cuddle amp breakfast made Saturday Sunday morning takes care A woman enjoys nature,1,Civil Engineering
kevin009,57,Engineering,widow,male,Some people would say I tend serious quiet side dont let mislead Even I funny Also quiet I mean I dont talk By opposite Just I laud bubbly I enjoy long interesting conversations many topics In right settingcontext right people I much peoples person I recently learned I fall category nonshy introvert Im also sensitive rational time Other personality character traits according peoplewould friendly intellectual classy reliable witty kind patient caring oldfashioned chivalrous etc I dont like drama mindgames definitely stay away,1,Engineering
Lewishoward,57,Marine Engineer,widow,male,Widower one daughter looking serious relatioship marry,1,Marine Engineer
lgjohn,57,engineer,widow,male,I would describe passionate romantic positive funny energetic gregarious person Im looking relationship someone shares interests outlook life,1,engineer
lonelywolf,57,military,widow,male,Am probably coolest guy ever meet I understand people try show everyone respect deserve My philosophy Treat people way like treated would never enemies__ except perhaps might envy I strong faith God helped overcome difficulties time,1,military
majgenjeffbuch,57,army,widow,male,I person ambitious optimistic cheerful hardworking dedicated smart confident sincere honest loyal intelligent friendly I passionate areas life I responsible try eat well exercise active life fun I believe healthy relationship open heart I exercise regularly love exercise makes helps keep fit stay healthy,1,army
matthewj,57,engineer,widow,male,Caring easygoing person love door activities intellectual conversations Looking something serious friends But lets start friendship see much chemistry got,1,engineer
michaa,57,service man,widow,male,I honest faithful loving man Love fun I love outdoors Dining I also love cook I understanding good listener one woman man always always I love laugh make others laugh Life way short miserable unhappy Well lets see accurate I sense humor Im family oriented sensitive tender person I want give tenderness care special woman I intelligent energetic,1,service man
niceguyforu,57,self employed,single,male,Just guy knows treat women respect love I kind considerate romantic love fun I love games kind travel passion love water swimming badminton I active muscular I clean shaven,1,self employed
patrickwillson,57,project manager,widow,male,I believe every relationship starts great friendshipI honest caring person I hope would I believe honesty best policy I like experience new things,1,project manager
paul066,57,Petroleum Engineering,widow,male,Im Paulsingle great sense humor I easy going laid back I often told I easy talk I angry person I interested someone past events shape life one thing carrying past burden sits heavily upon shoulders way I view life I happy life I like think shows I wonderful son I would best someone isnt extremely uptight unless course willing learn let things go I love try new things laugh I fail miserably I dont give easily many things Ive yet try Please love laugh fun better laughing hard stomach hurts I love traveling going unknown adventures trying something I thought I never would Ill try anything well fun none less I take pride appearance high maintenance I love nice dinner staying home chines food day spent working together completely dirty yet fulfilling project much fun right person Being honest open important I expect match feel way I game player I dont interest dating one I however make exceptions board game lovers,1,Petroleum Engineering
penderway11,57,Sales and Marketing,divorced,male,I concerned tons friends A good friends I need I always follow mass always something learn seen heard My perceptions may always right good evil come one thing question reactions towards results sign maturity I unique I waste time shallow interactions I open meaningful honest exclusive relationships like minded people My late mom taught cry spilled milk I enjoy original creative highly imaginative rediscovering life offer I open new ideas,1,Sales and Marketing
phenspower,57,business,divorced,male,I simple man goal setter broad minded easy going earth gentle man I man without fault man faults weaknesses absolutely open criticism correction peoples point view means I selfish opinion full Life setting goals working hard see come fulfillment Selfish people less appreciate humanity I one I desire touch lives,1,business
robenwiesinger,57,business man,divorced,male,Am God fearing man looking God fearing woman,1,business man
Robertnice,57,engineer or military,divorced,male,I easy going man fun live Have sense humor honest caring I like learning whatever comes way try apply wisdom wisdom profiting The potentials wished see lady meet,1,engineer or military
ruben,57,self employed,divorced,male,Creative soul seeks mate Im fun loving easy going individual tries best person I I love laughing learning new things Work keeps really busy I always make time important happy loveableand handsome,1,self employed
stevenlove,57,engineer,widow,male,I feel I man integrity family provider I think I kind heart tender soul I proud quality I responsible I believe taking care woman treating gift God meant I also understand making love physical act two bodies I would want someone kind caring loving enjoys life one knows stress life doesnt let run life one isnt afraid show express feelings someone agrees disagree times,1,engineer
sunflower2017,57,self employed,widow,male,My name Kelvin Davies MiamiFlorida USI 56 years age 58 inches Tall175 lbs muscular build Black hair little gray blue eyesI kid 20 years ageI really fun person loves peopleloves laugh I caringlove music dancing singing Love churchIm caring considerate person Im looking sameIm great believer conversation like talkIm also good listenerI value friendship highlyGood friends hard findSo search new partnerI like build strong base trust care anything elseThe best friend one could unconditionally side trust completely always even disagree matter It someone miss spiritually physically apart In essence someone share everything good badI made mind stay single die death wife realized one thing also staying single fun thing always feel lonely wish company loving affectionate womanIf want know melets get touch,1,self employed
taylormark293,57,marine engineer,widow,male,wonderful man ready love kind caring loving God fearing,1,marine engineer
tij147,57,Contractor,widow,male,Im thoughtful caring devoted happy loving I enjoy laughter I love cook prepare meals I easy going personality outgoing person I man good heart want find true love I love dance I looking meet lady intelligent openminded kind would take care body I love kids I opposed dating someone children I good kids A marriage minded family type lady would good She must afraid show affection public like holding hands kisses hugs She ability forgive lover inevitably says something stupidIf ready treated like great woman youre adventurous enough embark voyage could end ultimate journeythen one,1,Contractor
timgreen9,57,self employed,divorced,male,Im normal person I love laugh joke around I love outdoorsI love life And live fullestI Honest Faithful Loyal earth I enjoy simple things life I need someone could possibly make smile much pain recently relationship Id like find someone I look everyday shock I found one person fits life would smart funny I like travel perfect match would well,1,self employed
tomdonalds,57,engineer,widow,male,contract staff blue eagles shippers company CA search serious relationship lead marriage come England lived life states,1,engineer
ugobest12,57,engineer,widow,male,Im easy going person honest loyal caring good listener I like travel go movies listen kinds music dance I like romantic things like going beach night I enjoy nights dinner movie also dont mind quiet evening home snuggled couch,1,engineer
willam9000,57,Business,widow,male,My name Ferdinand Williams 57 years old Am calm fun loving active My hobbies include horse riding biking reading camping grow Maryland New York born son 14 Am widow intend finding partner I believes prefect flaws life time good bad sides hopefully goods bad within us But importantly embraces good accept bad willingness improve defects better life ourselvesloves ones Willing learn yesterday living today allowing preparation tomorrow improvement fulfill happiness loves ones Materialistic important factor life inner qualities spiritual growth essentials every days happiness Beauty skin deep A picture worth 1000 words 1000 words isnt enough describe person behind Therefore I interested knowing person inside rather outside communication life learning tool findscollects common vigor foundation relationship,1,Business
albert678,58,seaman,widow,male,MY NAME IS ALBERT LEWIS I AM FROM FLORIDA UNITED STATE OF AMERICA I WAS BORN ON 28TH OCTOBER 1959 I GOT MARRIED BEFORE I AND MY LATE WIFE WERE BLESSED WITH ONE DAUGHTER BEFORE SHE PASSED AWAY SHE GOT A CAR ACCIDENT WHICH LEAD TO HER DEATH SHE DIED LAST 8 YEARS AGO SORRY I DONT MEAN TO TALK ABOUT THAT FOR NOW I AM A SEAMAN I HAVE BEEN TRYING TO MATCH UP WITH LIFE SINCE AFTER THE LOST MY LATE WIFE I REALLY FIND IT DIFFICULT FINDING ANOTHER LIFE PARTNERI ALWAYS GIVE ALL MY BEST IN TERMS OF LOVE HOPE I CAN FIND A GOOD LIFE PARTNER WHO WILL MAKE ME HAPPY AGAIN THAT WILL LOVE ME TOO THE WAY I AM,1,seaman
bobby101,58,business,widow,male,caring kind person searching love love marry,1,business
bondyhom,58,engineer,widow,male,I good manhonestcherishingCaring LovingPassionate AffectionateHonest ReliableTrustworthy Godly mani great sense humor believe things life necessary lifei loyal man fear God,1,engineer
chally22,58,Engineer,widow,male,I love hold hand I love look eyes fall love I love laugh playful I man loves sea I scuba dive chance I get I would love meet one also You would angel I want fall love one willing enjoy I love looking across room seeing one I love smiling back Who loves Some one cant wait sideAnd loves I love,1,Engineer
comdave,58,military,widow,male,I simple easy hard working sincere military man great sense humor earth person nature,1,military
cooldavidson33,58,military,single,male,I healthy fit open minded optimistic man smiles laughs often possible I enjoy conversations depth meeting new people occasionally dancing night away staying home watching good movie I consider family friends single family I love dearly I hope travel time permits deeper understandings people cultures course Its important continue better everyday Im passionate sports fan enjoys cold beer much good red wine must Italian Oh yeah I also like food includes cooking grill I study philosophy history enjoy singing good song spending time nature temperature outside isnt hot surface sun Some would say im good listener always interested learning people Being affectionate compassionate important aspects yes includes cuddling,1,military
creativelion00,58,Self-employed,widow,male,It take book describe It hard describe oneself I say little I would say comprehensively Im downtoearth outgoing goodhumor welltraveled articulate artistic compassionate charismatic healthy I enjoyed pink I got flaws eccentricity make like every human imperfect Life bed roses full thorns ruggedness anxiety Life sweet give chance enjoy I live everyday last enjoying fullest I value monogamy commitment integrity I love read learn anything everything explore new things places I love laugh told I dry sense humor I full beans adventurous get know I lot say I concise rest find eventually start corresponding,1,Self-employed
daniel65,58,engineer,widow,male,simple easy going,1,engineer
davidgeperkins,58,military,divorced,male,I General David Gerard Perkins want honest woman life,1,military
Donald0999,58,doctor,widow,male,I honest truthful good man pure heart looking woman share life Both good bad times must gone We must know great joy well great sadness,1,doctor
Donnic2015,58,engineering,widow,male,I man optimisticgentleromanticconfident faithfulespecially inner heart I advocate nice thingsI hope limited time life I hold hands loverI received strict family education late parentsI responsible serious work loyal loveI believe true loveIn spare timeI like sportsswimming readingI wide range hobbiesSo willing get together build lead happy romantic lifeplease also read brief profile carefully see weather I person fit expect,1,engineering
fabianty60,58,marine engineer,widow,male,Whilst I serious side I tend see lighter funnier side life I love beach sailing Love go nice restaurants easy going I could go anywhere anytime make fun I enjoy dancing country music especially I find good companion dance please note must laugh jokes I consider sincere man easy going kindhearted intelligent hard working loyal understanding creative woman places spirituality important part lifeLOL honest open I relocate special one I also funny I quick wit well I happy person I looking woman possibly develop relationship,1,marine engineer
franklin,58,engineer,widow,male,ask tell ok thank,1,engineer
Gerhard1105,58,engineering,single,male,I essentially humble kind focus caring loving honest man I enjoy lively atmosphere I appreciate sincerity I love play piano drum What looking partner I need physical perfection I seeking positive motivated honest caring respectful woman Should good morals values I I dont seek perfection leaves nothing better look forward Pleasant conversation laughs mutual attraction chemistry always nice A woman sincere humble call queen,1,engineering
grag,58,contractor,divorced,male,I homble loving man I need veru nice good lady life time partner,1,contractor
henryben,58,engineer,divorced,male,I AM SIMPLE CARING AND LOVELY MAN WHO DESERVE TO BE LOVED FAITHFULLY,1,engineer
Honestrick,58,Geologist,widow,male,Enjoy reading enjoy sports Looking forward meeting special someone would enjoy passionately spoiled reciprocate I want Woman I trust I exhaleenjoy lifes simple pleasures Belive Ill back Not looking marry Woman needing green card Im financially secure I love job much cos puts food table Im one woman man Im looking partner woman enjoy rest life fullestJust like everyone site Im looking someone build relationship share lifes adventures Also please read profile thoroughly I 58 years healthy,1,Geologist
jackie,58,engineer,widow,male,Im happycontenthave positive attitude almost everythingAm thoughtfulpolitegivinglistener Knight shining Armorgive back friendlyAm equally comfortable going nice dinner winel likely go quiet coffee shop noisy crowded barI prefer woman open mind I dont smoke use drugs kindl want partnerAlsoI enjoy travelinglearning new thingswatching movieswalkinglistening music,1,engineer
james55k,58,military,divorced,male,Im James 58 yrs old single 2 kids GA Afghanistan peace keeping mission I service 20 years mission 8 months Im returning home soon months time Im Military Captain 61 185Brown hair fair color Im open minded personsomeone accepts people I fair individual adapts changes life enjoys life fullestand looking meet woman spend rest life Im God fearing man seeks God fearing woman life well woman believes I always put God first herselfFriendshiplove longtime relationship something Important may come future wouldnt mind tell I tell return well get know well see life lead us One never tell But time God time tell Interested getting know well fineThank You,1,military
jamessalvadora,58,doctor,widow,male,Im man attitude maximum simplicity simple Well honest sincere openminded person describes best I love truthful WHITE IS WHITE BLACK IS BLACK favorite quoteit describes truthfulness I prefer say truth face whatever consequence followsinstead lying peaceful conscience,1,doctor
jbrown023,58,government,divorced,male,Energetic Passionate kindhearted intelligent great sense humorloving nature focused love travel always ready adventure believe sunsets Gods goodnight kiss My smile light room non drama honesty important believe quality communication foundation solid relationship imagine someone great conservationist believe long tender kiss melt scares away hugs unite hearts My soul looking nice woman wants take journey life exciting man side,1,government
jeffrey1958,58,military,widow,male,I fun honest caring loving fella loves outdoors keeping fit loves holidays home abroad would love meet caring loving woman,1,military
jeffreybuchanan,58,military,single,male,Am jeffrey buchanan sweet simple person easygoing much understanding hard working love life like happy self time,1,military
jemay,58,business man,single,male,I friendly outgoing always smile face I little shy Ill open get know better I enjoy catching movie going dinner I love travel would love companion step way Not looking one night stands,1,business man
johnfcampbell880,58,military,single,male,hmmm man words word poweri meet new people get know themi hate lairs cheatersi like straight forward peoplei fun typei love fun making people love happy,1,military
johnstock,58,military,widow,male,Im easy going person feels everything life purpose I like mingle people affect life positively I enjoy someone friendly fun withsomeone listens give good advice needed I believe treat others good way treat good,1,military
Jose57,58,Military,widow,male,I nice guy need love love I dont really want know partner want known loves And importantly age number dose count relationship I ready treat partner like queen always respect feelings,1,Military
Kellygraner58,58,engineer,widow,male,I interested finding woman nobble heart woman great sense humor woman God fearing must caring loving understanding intelligent beautiful smart must love children hardworking mother,1,engineer
mesh,58,civil engineer,widow,male,Im HONEST educated imaginative hardworking Im big almost anything legitimately fun enjoyable positive I also unconventional independent analytical impressed attached things money status To everyone equal I feel solid realty minds show us one aspect overall existence solid appears In addition us strong positive spiritual aspect soul mines inner core Our minds often overlook spiritual aspect However life experience convinced real much right right positive equal everyone way linked religion deity I almost always try live life straight heart feels right IS RIGHT It heavenly way live Im committed putting feels right IS RIGHT life philosophy anyone may interested 60 height widower 18years old daughter Rose A couple year death wife I lucrative good job CivilMining Engineer Personal Investor Oil Gas job takes around world Presently seeking woman heart dream well responsible I love care plan spend rest life Irrespective age distance problem long know want life,1,civil engineer
michaelr4,58,construction,widow,male,I know even simplest things much better shared someone special I want find trusted friend sensual ardent lover compatible sharing companion Someone authentic optimistic shared interestsattitudesvalues Able come together level things Spontaneously affectionate loving fun loving also craves special lovers intimacy,1,construction
mileymark,58,military,divorced,male,hello General miley mark alwaya want response give email address,1,military
Morris1958,58,engineer,single,male,Cutie I new signed couple days back try date opportunity I glad send message profile quite simple basic thats I decided write short email I new dating online havent luck yet I hope real I I enjoy adventure I self employed single searching lonely Man I think would best send direct email get know Im looking missing puzzle piece life Id reply pictures 5418967702 I would great text call,1,engineer
msusanss21,58,military,single,female,Hi dear friend IM LIEUTENANT GENERAL SUSAN J HELMS,1,military
newheart73,58,engineer,widow,male,Im understanding guy earth affectionate passionate sincere humble good listener Ive good sense humor give respect love people due like people want become say nice atleast open minded secret sincere upfront whatever would love met someone nice treat special like queen spoil love woman spoiled make feel loved protected cherish love every secs would best close always never let anyway I would love met nice earth woman affectionate sincere honest caring passionate woman someone standby proud cherish every sec would like get know better likes dislikes wants would love want become kind person listens give love people due think best qualities world come check Text call 7475297385 tell get know see things would go us give trail,1,engineer
pauldv2,58,engineer,widow,male,Im happy confident optimistic fun man loves punctuate day laughter try seek positive every situation would happy meet someone could build happy life someone honest loving lively open fun aging need one thing happiness would glad meet compatible partner would ready till end time,1,engineer
petscoth,58,engineer,divorced,male,I going man delights seeing peoples success fun I socialkindloving lively,1,engineer
philj,58,doctor,widow,male,Im quiet reserved fun honest appreciate honesty Im also good listener I love travel think visit place youve many times someone never may opportunity discover things never noticed looking someone elses eyes,1,doctor
Repoli887,58,us army,widow,male,Life simple folks make complicated Take time stop smell roses Do like like long doesnt hurt anyone else Think feelings others know taking Work hard play harder love hardest Love possible listen compromise Get voteit count make difference Take time pay forwarddo random act kindness weeklyI Seek Someone Open Outgoing,1,us army
Richarho,58,engineer,widow,male,I fun person make friends easily I love life love family still love share special lady Life lonely without someoneI person real comes life issues Am honestkind caringaffectionategood sense humoreasy goingfree thinkertrustworthy respect lives people,1,engineer
richy_ken01,58,engineer,divorced,male,About life Im looking I kind person That likes everyone God created dislikes Hate anyone turns people someone tells lie try pretend thats turns offi Widowed one daughter 57 yrs age new believe true love love experienced one late Lovely Wife So trying see come someone true caring tendering Humble open Minded Late Wife Precious want find friend Soul mate Maybe wife family Oriented woman Love Daughter take us Familyim divorced two kids mom eastern India born raised US Father Redding California live raised US spent life In US civil engineer love job I want someone take love I would love tell interested getting know would like meet someone nicekindeasy going humblesomeone see self better people proud self someone understand life learning knowing new things day passes earthsomeone open minded truthfulhenesty lovecaringsomeone ready friends maybe somethingI want meet someone friend amd maybe build good strong relationship together times permits get batter someone ready go extra miles fun people someone enjoys things enjoy doingsomeone family Oriented love around kids love around kids love fun watch sun rising also love see hold hands walk beach well tell get communicate Thanks viewing,1,engineer
smithdavid22,58,self-employed,widow,male,I sweet thoughtful kind great sense humor I easy going laid back I often told I easy talk I angry person I interested someone Having past events shape life one thing carrying past burden sits heavily upon shoulders way I view life I happy life I like think shows I wonderful Son I would best someone isnt extremely uptight unless course willing learn let things go I love try new things laugh I fail miserably I dont give easily many things Ive yet try Please love laugh fun better laughing hard stomach hurts I love traveling going unknown adventures trying something I thought I never would Ill try anything well fun none less I take pride appearance high maintenance I love nice dinner staying home chines food day spent working together completely dirty yet fulfilling project much fun right person Being honest open important I expect match feel way I game player I dont interest dating one I however make exceptions board game lovers,1,self-employed
soulmate2soul,58,Self employed,widow,male,I believe relationship inspire encourage support best version Moment A relationship needs grow change time Its stand toe toe working anything comes together Oh well goes Im outgoing sociable thoughtful person various hobbies interestsI think important people individual interests I also think many activities enjoyable theyre shared would nice meet someone shares interestsI think though however much information put section important factor elusive chemistryso Im hopefulI like learning new things new language I creative good arts crafts I decided right time bite bullet start new chapter life,1,Self employed
stavewilliams,58,engineer,widow,male,Im holland live Newcastle England I global contractor road construction work world countries,1,engineer
stevegilmar,58,civil engineer,divorced,male,I Kindcaring good looking God fearing I love anything makes others happy,1,civil engineer
susanluv,58,self employ,single,female,susan helms goodnice trustworthy,1,self employed
Suzania,58,military,divorced,female,Am loving single woman like meet new people make friends everywhere go life love,1,military
Thiage111,58,army,divorced,male,Am looking perfect woman probably wasting time want good heart,1,army
Tonifabio,58,doctor,widow,male,I simple loving caring understanding God fearing,1,doctor
tubidy44,58,military,widow,male,guy possesses easy going characteristics detest deceit fascinated honesty truth I utmost respect people around dont get nervesLOL also christian upbringing I revered God much cause wan na Him someday need also thesame characteristics one mentioned looking forward hang fun fellow pretty soon,1,military
vincas,58,self employed,widow,male,I nice simple man much love children fear GOD believe find someone love respect rest life someone call give life take good care love promise fly without wings looking nice woman love forever man knows make woman smile I believe real relationship needs lot strength courage,1,self employed
warjus,58,Civil Engineer,widow,male,I man many talents guardian lifeI strength God lead whatever Life store meI shall look ahead rather pulled back past sorrows mistakes moving forward I begin new I pray I love love may blessings prayers strengthI earth man whos searching missing part,1,Civil Engineer
william010122,58,military,widow,male,im USA im make new friends relationship william010122gmailcom,1,military
willisw35,58,military,widow,male,Always living happy want,1,military
Briggs,59,soldier,widow,male,Am military commander 3rd infantry division USA Army serve country America Am honest sincere I dont play job I loved kids much,1,soldier
Chakee,59,Engineering,widow,male,A simple man loves adventure want something good life I love learn new things around positive people text chat painting cooking relaxing beach traveling outdoors sports exercise relax mind I laugh time I want someone lives life fullest looking new adventures around every corner I love read big imagination Im looking someone enjoys intellectual conversations enjoys good life So go challenge I like woman ambitious works hard achieve goals Its work play Cheers,1,Engineering
choose.son,59,management,single,male,Hello name Daniel I 59 year old white male I live vicinity Bear DE I stand 58 tall weigh 165 pounds would consider good physical shape I short straight brown hair eyes brown I currently single accept children I never drink never smoke I methodist go church always I college management background Currently I employed management capacity annual income around 25000 40000 Some favorites include American food rock roll music I enjoy watching comedy movies theater I would say favorite hobby swimming I also tell I walk Lord I read Bible every day gives strength God source creativity Without Him I nothing I would like find someone looking relationship If profile caught attention I look forward hearing,1,management
David042,59,military,widow,male,Am earth God fearing man anything make someone happy,1,military
davidandy,59,doctor,divorced,male,lovingcaringhonest sinceretruthful God fearing,1,doctor
Diego1201,59,engineer,widow,male,easy going man love live life fullness hard working man,1,engineer
GenFredrick123,59,military,divorced,male,I gentle good man much giver taker someone passionate compassionate loyal endearing honest honorable much kind man knows treat special woman visible views I especially enjoy kinds water beaches sailing swimming I searching Soul mate rather someone intelligent spirited classy good good heart good mindIn perfect date I think I would like share time good bottle wine picnic lunch outdoors I find Love friendship caring heart willing thing believes Love movement effusionand advancement heart toward goodThe soul live without love relationship way bring hearts together I ready go part world meet Soul mate,1,military
harrybenson,59,engineer,widow,male,I coolgoing man I honest big heart I great sense humor dish make sad day enjoyable I laugh often optimistic I think smile contagious I basically would like meet good hearted woman strong morals values character I enjoy fishing I love comedy especially live stand laughing best feeling,1,engineer
Henryclifford12,59,military,widow,male,I widowed three years nowI father mother Daughter Well I must tell I tired widowed I really hate loneliness,1,military
ht57,59,consultant,widow,male,I easygoing active energetic positive generous man healthy sense humor I like rediscovering life offer Am loving romantic humble man I like,1,consultant
jameslterry,59,army,widow,male,im kind humble sincere man hope meet sincere lovely woman life faithbelieve understanding,1,army
james_nolan11,59,Engineering,widow,male,I coolcaringunderstandinghumblefaithfulhonest loving man message Hi dear I gone profile I picked interest I love meet know also tell serious relationship shall also discuss future together please get back thanks another,1,Engineering
jerrymix,59,student,divorced,male,I great positive energy love important I feel strongly enriching peoples lives value return You go around I want make every day count I would enjoy special someone side enjoy life offer together Im super active love outdoors equally enjoy cooking wonderful meal together hanging watching nice movie cuddled great bottle wine I like hike love ski boat outdoorsy things partner Im creative artistic My interests listen music photography wine concerts lots concerts dining going sporting events going wine trips I think kissing Olympic event Im fun fit funny I put people ease around I make laugh Ive learned sweat small stuff saying goes But I also pride educated emotionally open available honest stable successful welldressed I enjoy finer things Im stylish I like think Im sophisticated downtoearth playful even silly sometimes I enjoy partner appreciate possess qualities well I always strong work ethic solid career 30years Im good man big heart Im honest reliable Swiss watch Im great friend good listener communicator want enjoy life fullest extent possible right partner complete,1,student
Johnnicholson12,59,United State Army,divorced,male,Just nothing ie fascinating wan na better man instead wasting time spending life searching finest things,1,United State Army
JohnnyLRussel,59,civil engineer,single,male,humble god fearing person I love self son nation people around also love meet new people truthful honest honest man love God much,1,civil engineer
Joseph212,59,military,widow,male,Im easy going person Looking someone share life,1,military
josephdunford,59,military,separated,male,General Joseph Dunford US millitary comamder need honest lady trust fill gap heart promise love cherish things,1,military
khadman,59,surveyor,widow,male,I fun loving man jovial Kind easy going lovely passionate man I like fun work travel Play smile I think clever harmless My Hobbies include jogging music horse riding traveling cooking I looking woman I love also woman I would able spend rest life,1,surveyor
Kylebrysonson,59,military,widow,male,Im simple caring lovely man know love,1,military
kylecarson444,59,military,widow,male,I Christian Independent successful I selfmotivated individual I courteous kind affectionate I enjoy long walks movies soft music playfulness friends well open social activities I like good conversation subject In spare time I enjoy going gym music studying Bible chatting reading I alcoholic I NOT smoke,1,military
lafabz,59,military,separated,male,loving caring man cares needs others,1,military
mark1122w,59,Engineering,single,male,I Mr Mark single man I caring loving mature mani want loving caring God fearing woman good loving relationshipfor distance color doesnt matter,1,Engineering
markwelsh,59,US army,widow,male,I work hard play hard looking someone honest accepts someone room together talk happy together want someone loyal want someone enjoys lifeI truly believe communicating effectively considering one anotherdont time deceitful women I want meet marriage minded womanto develop serious relationship Love family two areas representing big interest I want create relationship main accent done honestysincerity respect,1,US army
merianne,59,real estate,widow,female,Hello Im Merianne America would love seek brief friendship honest person,1,real estate
mikecosgrove,59,military,single,male,I single name Mike new dating site seek committed possible relationship rite woman make happiest woman ever earth Drop message woman,1,military
oliverj,59,self employed,widow,male,I honest humble simple man Very family oriented hardworking man Caring loving romantic immeasurable sense humor,1,self employed
peter444,59,sales / marketing,single,male,I dont like writing I 59 years old nicelooking man Florida I brown eyes dark brown hair body average I live kids I children live away home Im looking one night stand fling anything like,1,sales / marketing
reallarry109,59,self-employed,widow,male,Im hopeless romantic love idea falling love I try live everyday like last never know tomorrow coming I dont regrets wortoutspoken person I say whats mind Im also strong minded person wont anything dont want know know Im ver dont make plans It never ends working anyways waste time I spur moment fun im spontaneous hardworking,1,self-employed
richardsteven84,59,doctor,widow,male,I THANK GOD FOR MY LIFE AND MY DAUGHTER,1,doctor
roma,59,Self-Employed,widow,male,little I told myselfI love restaurantcampingsnuggling campfire making love starsor confines cozy tent setting Either way sensual way spend great weekend My interest include swimming reading novelswritting poems cooking movies riding boating fishing Gulf I like simple things life Whats important true afraid show,1,Self-Employed
