username,age,occupation,status,gender,filtered sentence,y
 paul063, 46, business man, single,male,loving cool like meet someone attribute cool man also interested coo people,1
 paul066, 57, Petroleum Engineering, widowed,male,Im Paulsingle great sense humor I easy going laid back I often told I easy talk I angry person I interested someone past events shape life one thing carrying past burden sits heavily upon shoulders way I view life I happy life I like think shows I wonderful son I would best someone isnt extremely uptight unless course willing learn let things go I love try new things laugh I fail miserably I dont give easily many things Ive yet try Please love laugh fun better laughing hard stomach hurts I love traveling going unknown adventures trying something I thought I never would Ill try anything well fun none less I take pride appearance high maintenance I love nice dinner staying home chines food day spent working together completely dirty yet fulfilling project much fun right person Being honest open important I expect match feel way I game player I dont interest dating one I however make exceptions board game lovers,1
 paula124, 44, military, widowed,female,I open minded person someone accepts people I fair individual adapts changes life enjoys life fullest looking meet man spend rest life good time bad times well A man I love cherished whole heart I pray God almighty provide kind man someday life Im pride honest trustworthy I seek mate someone compassionate yet understanding calm behavior great personality,1
 paulaow, 28, self employed, single,female,Well I say Im easy going woman good looks told cute smile leave decideAm loyal honest tend wear heart sleeve say better loved lost never loved Can friendloverpartner rolled oneThat part youAm ready new adventures life throws meJust need someone travel journey My time spent work life though spending time friends I dont cheat liehate people lie Trust big thing relationship trust gone I would rather happy enjoying company home watching movie weekends away going walk matter long happy partner someone I care everyway,1
 pauldv2, 58, engineer, widowed,male,Im happy confident optimistic fun man loves punctuate day laughter try seek positive every situation would happy meet someone could build happy life someone honest loving lively open fun aging need one thing happiness would glad meet compatible partner would ready till end time,1
 paulfrank1000, 54, military, separated,male,Hello I looking true honest person reliable fun trustworthy And one good moral values looking relationship I enjoy meals working chief office military United Kingdom Birmingham I love spending time family friends love job I like hugs feel loved also show love Please message would like get know,1
 paulfredrickfinance, 45, banker, single,male,Good day PAUL FREDRICK FINANCE offer loans 2 annual rate Apply amount needed loan duration phone number Via paulfredrickfinanceservicegmailcom,1
 paulhonest, 50, business man, –,male,paul samuel honesty essential every one also show avuncular toward people love meeting honest caring poeple mine im email maygodbetheglory44 add let chat looking someone kid promise also also situation,1
 paulina 30, 25, student, single,female,nice looking girl looking man know love woman,1
 paulinesweetdehu21, 30, self employed, single,female,Im search half loving caring man good sense humor spend rest life Please read u message okay sex talk one night standThanks,1
 Pauljoneswilly, 60, Construction, widowed,male,An Adventurous ChristianFunnySimple energetic caring honest calm lovable gentleman believe possibility making dreams come trueVery passionate kind open looking friend first knows I believes Age Distance never barrier always relocate anywhere around world Distance measured miles heart And home heart Once realization accepted even closest human beings infinite distances continue wonderful living side side grow succeed loving distance makes possible see whole sky Oh yeah Love knows distance hath continent eyes stars cos Nothing makes earth seem spacious friends distance make latitudes longitudes looking something meaningful real special New online stuff believe Life unpredictable changes always come wide simple strategic way Oh yeah It takes lot courage release familiar seemingly secure embrace new But real security longer meaningful,1
 paullovemom, 50, –, –,male,Am name wont hear good woman love take good care son love us much It actually pretty simple man Id like meet someone I make feel special makes feel special AIts relationship continues,1
 paulmoet200,61, military, widowed,male,I seeking Successful Person mine I Very Open Minded caring I know Life I want best Out dating site I want contacted Better one I want meet someone Honest Open Minded respectful well Life Seeking right Person getting know I prefer Someone make life Easy someone Whom good English speaking,1
 pauls, 49, self employed, divorced,male,Im thoughtful kind respectful funny serious needed I athletic musical talent look younger age I feel I well rounded individual many interests thirst learn new things You count provide lots laughs intelligent conversation easy smile big hug needed I love affection long slow kisses gentleman I treat like lady I still feel young healthy full life plan staying way long time,1
 PaulSilva, 61, self employed, widowed,male,I sensitive sentimental compassionate caring moved tears something highly emotional Life thought hard lesson Take knowledge wisdom Ive gained combine personal qualities somebody someday best thing ever happened someoneThe one gains affection find loyal sincere honest Honesty something I value highly I met people way things gone beyond first meeting turn misrepresented self way I broaden opportunities meet someone time I content life I troubled past lifei hope good relationship would icing cake,1
 paulsonofgod, 61, construction, divorced,male,paul seek true love I fun hardworking well educated man looking better half I recovering workaholic learning slow delegate I family oriented enjoy backyard bbqs friends family I take exceptional care body athletic without overly obsessing Pretty much adrenaline junkie I enjoy going gym running swimming ziplining scuba diving surfing tennis fishing hunting riding horses golf Through hard work life success good time share world good fortune smart engaging sweet sexy woman Im looking long term relationship FWBs one nighters A strong emotional connection aphrodisiac Im excellent cook welcome find looking welleducated wellmannered intelligent responsible honest reliable cheerful respectful optimistic person My goal find lifepartner create happy family,1
 paulsteve, 50, doctor, single,male,easy going man good withsociable honest dont take advantage,1
 Paulwagner009, 53, business, widowed,male,I love family I love laugh I try always positive person I energetic sociable person I appreciate decency sincerity relationship man woman The inner beauty important beauty appearance My perception ideal I would like see near clever intelligent reliable woman Which would require emotional heat capable like respect man I believe look touch communicate without saying word I love dress occasional night jeans casual night I love watching sports hosting get togethers going lake I try practical sometimes impractical side wins lol I want find someone I respect admire enjoys getting live life Trying new things Honesty first foremost Someone looks bright side likes Laugh spend time together holding hands cuddling thunderstorms little touches kisses I touchy feely person A touch special person speak words A memory sparks deep yearning see special someone One day I hope Find,1
 paulwilson, 45, military, –,male,About Me hello dear hope well nice meet Paul Wilson united state currently Egypt peace keeping missionnow looking open relationship someone honest caring good one son live UK divorce wife cheat mission,1
 paul_tony, 52, –, widowed,male,My name tony paul Italy born Greece But raise state My parent die cancer 21 I single widow lost wife 2 years half Ago Auto Crash Accident Texas left 1 kid jenny 3 years plusi new site dont really know talk looking someone show aroundwhen come profile pausewow beautiful woman good looking onei wonder beautiful woman like social sitei like everything read profileand like know maybe also get know better,1
 peace0077, 34, self employment, single,female,As far games I tired well It ridiculous If interested someone tell If arent tell We adults able handle things I understand women men play childish games And cant already tell Im drama LOL I dont like argue Im high maintenance Like say I dont like arguing yelling gets neither person anywhere Also love cook told Im good itItalian Thai CajunCreolefrom grilling gourmet including pies cakes bread scratch,1
 peaceandlove, 27, teacher, single,female,I adore life manifestations communication people I creative artistic person good sense humor I think people kinder I think I never loose faith people property People around say I kind lady good manners optimistic view life,1
 peaceandlove47, 52, Engineer, divorced,male,The name Richard Los Angeles Ca divorced one daughter I consider self Passionate confident motivated adventurous witty nurturing practicalhonest fullest spontaneous kind person I great career petroleum industry I love I I able leave work behind I walk door day Live day better previous one I love children animals much friends family ask babysit children dogs Laughs My friends immature sometimesbut got great friends Am divorced 3 kids ex got custody I care free full laughs love serious enjoying life successfuland partner loveI enjoy traveling around world Sometimes business purpose concerts dancing sports cooking wine movies laughter I big believer family long term relationships I think stop Write youre interested,1
 Pedro478, 55, us army, widowed,male,I want someone I enjoy lot I want someone I eat We able communicate foundation cornerstone I want hear say I want understand innermost thoughts ideals I want someone witness life enjoy quality life offer muster I want able create synergy partner 1 plus 14 I would love find someone plugged spiritually necessarily religious tune spiritual We course spiritual beings physical experience,1
 peggyjudith88, 19, student, single,female,I cheerful cute lady I good interlocutor communicative person I know I want I want acieve everything main thing man near support situation After lot dating break happy find person ribs,1
 penderway11, 57, Sales and Marketing, divorced,male,I concerned tons friends A good friends I need I always follow mass always something learn seen heard My perceptions may always right good evil come one thing question reactions towards results sign maturity I unique I waste time shallow interactions I open meaningful honest exclusive relationships like minded people My late mom taught cry spilled milk I enjoy original creative highly imaginative rediscovering life offer I open new ideas,1
 pennyfish35500, 51, engineering, single,male,I energetic creative outgoing person loves meeting new people loves nature I love explore foot wheels kayak love stop capture beauty camera creatures sillyentertaining I love travel gym good cookgo karaoke love meet people different paths find similar different may I love get dirty garden planting potters wheel creating art free hand sculpture Id like meet someone share interests wants share I would like meet enjoys entertaining friends I although I outgoing I tend come home retreat regroup refuel,1
 percybrown116, 45, military, widow,male,Am widow one sonLast four yearsi lose wife motor accidentSince find lady admireI born Nevadaobtained degree University South Carolinaand recently live CaliforniaI find much peace tranquility thereIm 57 140 athletic buildmentally stablephysically fita bunch laughs warm caring honest good listening God Fearing positive person,1
 perezamanda,28, sales, single,female,cool easy going lady seeking serious relationship I understanding caring easy going sincere heart God fearing I loving cheerful I like walking holding hands golfing bowling swimming travelling I dont smoke I drink socially I dont drugs I I respect everyone I believe God well read Bible I love children I dont get upset easily I dont drugs I dont smoke I drink socially I party sometimes I christian I like meet new people,1
 perfect84,32, social worker, single,female,I serious balanced open romantic caring feminine intelligent woman good manners I cheerful romantic child typical family woman likes making home coziness heartwarmed atmosphere much Im also woman great sense humor familyoriented I witty humorous occasions would want get know,1
 perfectluv02,42, Architect, widowed,male,I described others loving caring honest trustworthy Im interested meeting friend spend time travel Im friends chemistry Either way I prefer pressure lets fun time getting know Im typically outgoing fun around Work keeps busy weekbut I like spend weekends getting away Im moody depressed drama filled people There much life thankful I prefer bold enough speak trutheven hurts Its something I admire value friendship relationship Im big current events enjoy spending time someone date going world I usually read news every morning Im huge reader spend hours bookstore Am also looking someone honest good communication skills relationships faithful romantic good personality loves smile fun,1
 Perrez, 32, Beautician, single,female,Im Perrez 29 years old single lady new site seeking good hearted long term relationship quite easy going honest careing romantic great sense humor im originally french born france,1
 Perry5555, 59, –, window,male,Im easy going enjoy meeting new people Im quiet I get know someone My relationship God part I I love spending time love one Im honest caring want meet someone integrity generous heart Trust honesty important Im game player Im romantic heart want shown tenderness treated respect I love show receive affection whether holding hands walking beach mall hugging snuggling front fire sharing special moments together,1
 peter11, 50, soldier, widowed,male,My name PETER im kind lovely manall need lovely woman,1
 peter1221, 48, –, widowed,male,I earth confident I genuine honest loyal trustworthy I passionate thoughtful romantic heart I well traveled elegant successful ambitious highly cultured I like jeans often look occasions get well dressed I loving affectionate attentive I bar type guy I much rather share drink special someone bunch guys work I man knows wants I known go get I gone good times well challenging ones I learned lot I feel lucky blessed accomplishments I looking life long love appreciative man strive make feel special loved prettyI love warm weather nice sandy beaches relax sun I love Caribbean I travel often I I much enjoy swimming pool well,1
 peter22, 48, engineering, widowed,male,easy going love playing kids love early morning walk dog bowling hiking mild sunny day gyms running health like straight people tell truth time engineer specialized drilling crude oil daughter wife late,1
 peter222, 48, contractor, single,male,I gentleman professional engineer UK Down earth easy going honest I seeking serious mature honest woman marriage,1
 peter444, 59, sales / marketing, single,male,I dont like writing I 59 years old nicelooking man Florida I brown eyes dark brown hair body average I live kids I children live away home Im looking one night stand fling anything like,1
 peter55, 49, engineering, widowed,male,I like treat people long able treat way I love early morning walk little husky dog love bowling running swimming etc,1
 peterbeingme, 44, military, widowed,male,Hi thank reading profile I 44 years old faithful man Kentucky I blue eyes brown hair body average I live alone I children live home Im single white caucasian I like funny woman Im looking hetero single clever girl likes average man Come,1
 petergersten, 53, United Nations, single,male,Im Peter Gersten name United States Airforce General presently Northern Syria charge airstrikes Islamic State rebels Deputy CommanderOperations Intelligence OI Combined Joint Task ForceOperation Inherent Resolve US Central Command Commander 9th Air Expeditionary Task ForceLevant 9AETFL Air Combat Command Southwest Asia Im 53,1
 petermond, 52, medical doctor, widowed,male,im peter describe strong selfmotivated man much dedication job important aspect life would like meet woman nice good family orientation,1
 peterwhite911, 55, doctor, single,male,My names Dr Col Peter White I born April 15 1961 My father dead He originated United States America I born raised Los Angeles Im son son family I live France I love country choice I communicating work UN doctor France Mom lived home England help home driver She loves atmosphere I fly back home visit My late father wonderful friendly man philanthropist Besides Im fun loving guy cares needs others I love traveling shopping I like listening music On weekends I use go fun go sea mind relaxes see nice fresh sea air I love shopping weekends also opportunity I use travel around I cook often I like cook Be happy always makes feel young every day I happy life I really thank God His blessings upon family,1
 petscoth, 58, engineer, divorced,male,I going man delights seeing peoples success fun I socialkindloving lively,1
 pharel, 32, engineer, divorced,male,well principled instinct easy going well,1
 pharm, 31, student, single,female,name Pharm Nancy looking good relationship please write direct private email pharm_nancyasiacom tell photos,1
 phenspower, 57, business, divorced,male,I simple man goal setter broad minded easy going earth gentle man I man without fault man faults weaknesses absolutely open criticism correction peoples point view means I selfish opinion full Life setting goals working hard see come fulfillment Selfish people less appreciate humanity I one I desire touch lives,1
 phil, 28, civil engineer, single,male,Im earth kind man family friends means whole world,1
 phili747, 40, self employed, single,male,I UK man called Mr Edward easily communicate discuss future please kindly contact,1
 Philip, 52, –, widowed,male,Am simpletrying give trier waiting soul mateand looking woman love daughter I believe professionwho understand caterer daughterwhom I love cherish much,1
 PhilipsR, 52, engineer, single,male,honest love Very Honest serious person,1
 Philipwayne, 53, Civil Engineering, separated,male,single searching name john richard need soomeone love trust rest life,1
 philipwilliam, 52, civil engineer, widowed,male,name philip UK civil engineer kid call Jeff hes 7 years old,1
 philito202, 45, engineering, single,male,I simple honest friendly man fun like meet soul mate life adventure partner share everything,1
 philj, 58, doctor, widowed,male,Im quiet reserved fun honest appreciate honesty Im also good listener I love travel think visit place youve many times someone never may opportunity discover things never noticed looking someone elses eyes,1
 phillipbeck, 52, US Army, single,male,Im god fearing man,1
 phillipex, 51, Contractor, single,male,I happy type person A kind generous good I also consider thoughtful understanding woman willing mingle friendly easy Love great feeling inspire make feel energized I optimistic funloving person To add I work hard able responsibilities towards family able live life Yet I courage fight difficulties I facing everyday I ready love I want happen,1
 Phillipj, 55, self employed, divorced,male,I honestplayful funny freeam single two kids living meam looking seriously relationship lead future,1
 Phillips, 52, military, single,male,open laid back funny also serious easy going man life short sitting around miserable live day without regrets make useful many help,1
 PhillipWillams, 50, Construction, divorced,male,Im Easy going man nice kind reliable humble honest trust worthy passionate affectionate good sense humorDont mind age distance us looking nice caring Woman loves family gets along others Someone I trust someone laugh life short games Im looking someone going accept hope somewhere,1
 philosack, 44, –, single,male,Im looking Someone warm caring someone friendly great sense humorSomeone good love good heart Someone I could trust someone I would love care,1
 philsey, 32, self employed, single,female,loving hearted fun,1
 phinar, 23, nursing, divorced,female,My name Phina EdgarI girl need serious God fearing person serious relationship Im black complexion67ft tall long hair single I got unique nature makes I today level operate todayYou contact send pictures details,1
 phm123, 56, engineer, widowed,male,I earth good sense humor I respect people way,1
 picosh, 51, –, single,male,wilson michealam honest kindrespectful care one another,1
 piijay, 56, Real Estate, widowed,male,Humbleoutgoing n show much respect people especially counterpartsbossesstrong n reliable person always committed tasks ahead,1
 playfulgenie,50, civil engineer, widowed,male,You call true mans man priorities order I well cultured well mannered reserved I treat people way I expect treated I looking lady kind honest She curious world around also supremely confident Beauty skin deep I dont play games If would rather solid mature relationship message,1
 powell, 44, buying and selling, single,male,lovely caring man looking nice caring god fearing woman respect man,1
 powellstacy, 27, nurse, single,female,Thanks droping read article profile There one earth serious finding love successful marriage amand count thatAm Woman One man believe Goes Around Comes AroundAm Looking forward meet special man create heaven HeartI say I kind cheerful responsive open sincere woman I fond life I romantic realistic tender determinedIm religious things right way right time suppose done,1
 powerlove4,30, sales, single,female,I sociable person My friends say I kind girl I believe I good sense humor I always try keep good mood I soft tender passionate girl big wish love I looking man familyoriented faithful honest strong I want trust I want support His age nationality doesnt matter man I want communicate,1
 powerStone452132578,54, engineer, divorced,male,I simple man goal setter broad minded easy going earth gentle man I man without fault man faults weaknesses absolutely open criticism correction peoples point view means I selfish opinion full Life setting goals working hard see come fulfillment Selfish people less appreciate humanity I one I desire touch lives,1
 powlison, 40, us army, divorced,male,Looking good woman thats capable becoming good mother kids,1
 preciousuu, 25, student, single,female,good girl looking soul meanti good girl looking soul meant,1
 PreetyRose, 32, nursing, single,female,Am Rose looking love caring man,1
 prettienina, 27, trading, single,female,I new pray find real man life I friendlycourteous affectionate respectful gentle lady I believe open honest loving family REAL friend treating others respect committed ones love regardless actions showing affection little things show care listening deciding course true love I love children spending time teaching mentoring In social setting I somewhat quite little shy beginningbut I open trust bonds formed I love playing golfand outdoor activities almost sport hikingbikingetcBut I also like staying home watching movies cooking dinner Am new online thing looking attractive honest man spend time get know friends first maybe later Looks definitely everything physical attraction exist relationship begin But important I believe people become attractive lessattractive get know PERSONALITY important I want special something deep inside cant described words You know experiencing itThat mutual connection two people naturally Im self employed enjoying itim marketer intresting,1
 prettty50, 25, student, single,female,I would like Chat u get know u dont much time talk people,1
 prettyceci, 34, sales girl, single,female,Im normal girl warm caring loving I great sense humor love laugh fun Im definitely high maintenance live without hairdryer I heart broken definitely period life I single quite would like meet someone special june lead loving relationship I would like think worthy loving loved someone I miss closeness relationship brings special intimacy two people whenthey know well would great someone share life someone I feel comfortable get know see takes us I ready move forward start next chapter life caring warm loving compassionate one comes picture,1
 Prettycherry65, 31, teacher, single,female,I romantic tender person well dream connect life strong responsible man I rely,1
 prettydoll79, 34, Hairstylist, single,female,As say everything beautiful beautiful lady It seems real beauty consists harmonic connection soul richness moral clearance ones physical appealing partner In words appearance outside dress The real natural beauty inside soul somewhere deep soul reflects eyes I describe cause seems really interesting lady noticed deeds modesty slight enigma wont But words I tell I person strong serious reasonable reliable time I kindhearted attentive friendly I would like meet serious clever intelligent man A strong man strong I able feel weak time beloved desirable happiest lady I want find reliable man like strong column share joys sorrows I want active enough I active well I want man share hobbies I want create small world full trust mutual understanding course love I ready tie life exactly man give love man,1
 prettyloner31, 32, Beautician, single,female,I Honest Trustworthy Respectful Considerate Passionate Dedicated Focused Witty Ambitious sense Humor Im Fit healthy dont destructive bad habits take care body love good glass wine cooking I keep things cleanhonest,1
 prettyme01, 33, student, single,female,Im Patricia single kids Im honest God fearing loving caring woman I dont cheat play games Im played used Im looking loving man alot love give return,1
 Prettymonica, 31, student, single,female,IM MONICA FROM GHANA29 YEARS OF AGE AND A STUDENT SEEKING FOR A MAN TO MARRY,1
 prettypat35, 29, model, single,female,I looking someone I get lost conversation easily share one moments comfortable silence others arms I love laugh joke around My job awesome I know I come home priorities true happiness,1
 Prezzy09,28, student, single,female,I try best worry things controlI tend thrive summer great outdoor activities I love getting away cold monthsIm 6ft0 149Ibs Slim body typeI interested man laugh playful light heatedIm determined cheerful happy whatever situation I may find,1
 Prieto, 55, engineering, single,male,I need life partner spend rest life together someone friendly honest caring trustworthy God fearing find much peace tranquility im 511 190 bls athletic build mentally stable physically fit good listener God fearing positive personI real easy person talk loving outgoing father,1
 prince85, 56, military, widowed,male,Am General Prince I born US two children parents I joined US Army completed high school usa also take care fathers inheritance Jewelry business I widow seven 14 years I son called Mark born New York USA Mile End Road 28 December staying friend taking care NY single Man happy Dad looking suit tie kind Lady Hoping find friend first potential develop trusting caring relationship I much share lot desire know I independent ready find serious Lady secure enjoys much I I wish better sharing life someone I call best friend fun living life I enjoy parks beach hanging friends Bon fires camping traveling different places I enjoy crafts passion flower arrangements My favorite times year spring green leaves flowers I get plant misty rain showers summer suntan free time allows fall smell air beautiful scenery course Halloween winter first snow crackling fire fireplace I enjoy son amazed fast growing soon hes gone And although mine almost gone,1
 princed, 47, engineer, single,male,simple man believes family anything I love I love meet woman believes true love willing build home man stand side days life loved pampered time I sure need woman cook happy widowed hate alone I anything I wont alone BIG bed today I willing sacrifice anything special woman wants happy home forever,1
 princess1111, 29, self employed, single,female,Im simple woman I enjoy going cultural events I also enjoy staying home cooking dinner laundry watching good movie I like exercise lead healthy lifestyle I looking someone spend rest life Someone equal partner things,1
 princess4real, 34, Engineer, widowed,female,I cool headed lady great sense humor classic simple casual kind person love right love fun friends,1
 princessme81,29, student, single,female,I calm romantic wellbalanced family oriented It hard tell I try I want know By nature I humorist person life I optimist I always try reach goal anyway I life I big beautiful eyes I prefer look persons eyes I talk I simple person I try tell I think I like save thoughts mind To honest I like capricious sometimes But part I faithful kind tender personif serious please contact,1
 princeu, 25, student, single,female,I romanticloving caringquite gentle love travellingswimming cookingreadingwatching tvlistening country music I charming calmattractive seducegood lookingi love go beach social gatheringcracking jokes friendsI like meeting people difference globals I hate heart brokerage ame people also hate liars,1
 prinxez, 31, Hair stylist, single,female,Sure hard find person love life I optimistic person sure amazing incredible unbelievable I funny interesting positive easygoing lady never bored From side I tender romantic loving I persistant reaching goals strong character I weak delicate every woman I looking man strong shoulder everythingFor beloved one I ready everything I looking man I need Prince Charming I would like man honest sincere reliable I would like light character understanding supportive,1
 priscilla233, 30, hairstylist, single,female,Love happy I make sure people around always happy extent provide I hate lairs deceiver comes love affection,1
 prissfran, 35, business owner, single,female,I point life I value appreciate simplicity enjoy balanced stress free life If may compatible partners I longer chase big things life like newest models cars big houses Instead I time actually live life I open minded humble reliable I enjoy exploring world foreign cultures meeting locals I much interested meeting soulmate share life someone honest trustworhy strong moral values I live anywhere world right person prefer sunny warm climate Keep Glass way half full attitude I fortunate life enjoy everything life offer My world comfort zone really expanded past years I travel world business great fortune meet make friends many different countries DISTANCE IS NEVER A PROBLEM TO ME If I learned nothing else I learned people problems governments problems governments Ive also learned moderation things stay shape keep Happy Attitude like around others enjoy life want happy soulmateWhy drop contact willing know Find interesting,1
 prm4luv, 54, Engineering, single,male,I romantic I like pay lot attention woman I also like give compliments tell nice looking much I love It unusual nice things buy presents woman I good communicator I love talk things I hate argue I honest caring man I would like future woman able work along set goals achieve may good life together things well things make lives together much better,1
 ptrueheart231, 36, nurse, single,female,I never really imagined using online dating work time little much fun holding Mr right I look like pictures love family gainfully employed smell good I intelligent fashionable sensitive others well mannered good provider great values personable sexy grounded want significant Ill always hold door dont drugs unless count green tea Being single fine I certainly dont think one relationship sake relationship life short go alone love best I open finding find via online model would convenient like ordering relationship take I wont detailed dating resume I think bit interesting get know specifics conversation Im assuming I saying click someone I like I kidding look pictures first sometimes fall fall rules go window,1
 pual, 50, oil and gas engineer, widowed,male,love nature offer good man hate people play feelings,1
 purecell922, 46, –, single,male,I nice caringi like meeting new people job makes travel alot willing ready put away settle right woman,1
 Pureheart101, 38, nurse, single,female,I Rebecca age 38 years old andAm new I normal woman romantic affectionate worker cashI looking sincere affectionate man constant I would like high For serious relationship wants really create homeI would like meetAttractive Intelligent Honest truthful romantic living healthy life style like fun laugh likes outdoors mountains beaches cozy evening home loyal dedicated relationship long term relationship best friend traveling love communicate planing weekend fun togetherness,1
 pureheart52, 52, –, –,male,I man one million cuz I love woman million waysi loveavle likeableI I love preserve nature part life makes worldi also like animals keep good reason show love kindnessif done animalsthere wont problem man,1
 pureheartman101, 62, engineer, widowed,male,Life many beautiful coloursI lovingcolourful honest manI new I ready meet someone woman also ready greater friendship lead greater successful relationshipI lost wife 5 years ago ovarian cancerI downs life experiences I still fit working hard professional building General contractor engineer I ready happy life sharing rest happy moments youYes YOU,1
 Purp, 52, –, single,male,easy going man hate singleim blessed one son would love meet someone ready long term relationshipAge look doesnt matterheart matter mostI also relocate partner things work usI want happy againi hope find partner,1
 Pussiekath0101, 26, sales, single,female,When hit means im area,1
 pweedycutie, 29, financial consultant, single,female,open mind lady loves speak mind without holding back anything also adventurous nature love try new things travelling get know places meeting people really want know better drop short note glad respond please want nude picture dont stop dont send nude pictures thanks,1
 pyper, 49, business, widowed,male,I cool minded person I love straight forward activities people I believe Greatness Lies In Simplicity God Fearing,1
 quainoo505, 35, teacher, single,female,I tender attentive girl My close people say I ray sun face always shines smile I purposeful hardworking girl afraid take first step I ready make efforts get I want I positive attitude changes life I serious search I interested pen pal I seriously interested real meeting I full passion love I hope find man I share,1
 queen12, 28, marketer, single,female,single kids humble welcoming looking serious relationship somebody love love willing kids married,1
 queen124, 23, student, single,female,I dark blonde hairhazel eyes Im pretty lady family oriented love please chosen man respectful honest reliable cheerfulsensitive loyalIm Looking good kind manloyal caringthoughtful creative compassionateimaginative serious sensual passionate,1
 queen900, 35, Self employed, single,female,I love eat healthy exercise regularly My health comes first Having great health enables live love contribute grow experience lifes blessings meant experienced I love cooking good healthy meals friends family,1
 queenkate0244, 31, trader, single,female,My name Kate Im 30 years old single never married looking serious relationship cool simply earthvery devoted comes love always want see language heart speaking love Im communicative person I always take active part social life Im sensitive faithful familyoriented Im intelligent smart kind Tender And also looking man make good passionate love woman satisfy Queenkate0244gmailcom email,1
 Queenmorr, 26, modeling, divorced,female,Im social figure lady like rihanna I care baby mama like pac cent,1
 qzvnzwaoytgv1, 43, nurse, single,female,Im 59 athletic mixed woman brown eyes brown hair likes men Im meet new people,1
 race_david, 46, Engineering, widowed,male,Hi I young heart dont look feel age I fun loving caring person I love help others I healthcare field I love music concerts camping biking motorcycling gardening puzzles dancing try live everyday fullest,1
 rachael0709,28, teacher, single,female,Hello I single young lady caring loving understanding serious open minded trust worthy I like reading singing cookinglistening musicwatching adventure horror comedy movies also like jogging I like go visit childrens home like nice quiet times alone sometimes I single searching man understanding settle build world together full happiness I kids wouldnt mind nearest future,1
 Rachaeldoug, 34, nurse, single,female,Well Im simple woman great heart Im easy get along Im sure guy proud someone like life cos I believe I never hurt anyone whole life I think life short hurting people Im type woman like make man happy,1
 Rache2gv, 31, student, single,female,Well More importantlyI love spending time around mean I love meet new people see new places Im sweet flirty Im honest caring loyal trusting loving I enjoy small things life I dont take granted Im looking good solid people connect good times lots laughs Im looking type guy good personality sence humor trusting honestcaring lovingfun around I want someone actually knows wants knows wants respects,1
 Rachel31, 30, self employed, single,female,I tender feminine romantic optimistic lady interesting inner world I lady lot patience understanding I always look positive future I open people communicative I convinced open communication leads harmony understanding relations,1
 raghadlove, 44, retired, widowed,female,interested sexy lady needs make nice friendship dont mind race culture language age numbers matters sincere heart kindly email raghadhusein h c things urgent discuss acceptance benefit us life would want invest country kindly send email write share pictures,1
 rahelek, 51, military, widowed,male,Ah think Cinderella fairy tale Maybe But crazy sounds I want believe fairy tales I want believe love I still hope chivalry isnt dead I want woman I relax dream cheer I want princess charming I build I still believe least one woman honest faithful true Surely woman conviction integrity still walks earth If please return glass slipper meet exciting future awaits us Sending BIG hugs little magic way,1
 raine,40, banker, divorced,female,good looking young seeking Serious true love good understandable young someone knows true meaning love I went profile read took interest please,1
 RalphDavidson, 41, contractor, single,male,I NEED A SOUL MATE FROM 25 TO 45 ANY GOOD LOOKING WOMAN WITH NICE CHARACTER FROM ANY PART OF THE WORLD LIFE IS ALL ABOUT UNDERSTANDING,1
 ralphmilley92, 60, military, widowed,male,Im simple kind loyal serious focus dependable earth ambitious truthful trusting honestIm simple man enjoy simple things life cooking hiking travel adventure reading motor sports Charity,1
 ramibabie200, 34, chef, single,female,I communicative cheerful good sense humor I kind attentive vigorous optimist I love children muchI positive sociable woman looking happiness I enjoy nature I get lot fun listening music attending concerts theatrical performances art shows I love get together friends joke Happiness health family important things I looking interesting person A man good manners big kind heart The one I could wrap warm blanket sit cozy couch together stormy weather outside feel warmth care The one appreciate woman personality,1
 ramonkevin, 54, –, single,male,I simple loving hardworking romantic loyal honest loving man I sociable cheerful devoted friend I affectionate tenderI optimistic loyal romantic passionate athletic stable spontaneous person I like comfortable atmosphere home create tooMy dream solid happy family I would like meet kind caring thoughtful positive loving woman,1
 ramoskelvin, 46, US army, divorced,male,I AM NICE AND CARRYING,1
 Randrobin86, 60, army, divorced,male,Am gentle earth person love make new friend irrespective status class life respect one holds right values,1
 randy, 62, contractor, divorced,male,Calm collected starters I easy going driven enjoy living takes places never get opportunity learn different cultures im fun also care peoples feelings always happy understatement I would interested woman knows worth someone hardworking driven also plus one expect much woman would love meet someone real Im looking forsomeone lives life purpose,1
 randyss, 54, –, single,male,hard wiorking mani live spirit loving kindness good health caringi love live peace happiness calm easy goingi love listen partner share emotions happiness joy,1
 randyszatny, 53, military, widowed,male,I great sense humor dish make sad day enjoyable Honestly I takes MAN I dont really need anything partner Maybe terms circumstances might kind help helping make things right Im willing help stand side side woman matter Its easy meeting rightful woman qualities Im dreaming strongly believe would find someone special understand love,1
 rapis, 41, engineer, divorced,male,thanks Ralph Gutierrez Greensboro North Carolina divorced son 11yrs Engineer working UN Marine Engineer looking true long term relationship love,1
 rather, 38, –, single,male,sincere honest caring kind social romantic games prank things want dont talk mei believ honest key human success believe dovoting time life heart body soul honest woman love add Rather_bryanyahoocom,1
 Ray15, 46, self-employed, single,male,I man loves content also adjusting fun loving person others consider sincere friendly I would also describe hardworking man Im passionate taking new challenges life,1
 ray2222, 27, engineering, single,male,I cool gentle man love put smile always keep life moving sincere honest trustworthy funny understanding,1
